"","race_code","sex_code","ethnic_code","age_group","party_cd","gender_code","congressional_dist","presidential","n","n_registered"
"506","A","F","UN","25-44","UNA","F",9,0,148,1013
"507","A","F","UN","25-44","UNA","F",10,0,26,294
"508","A","F","UN","25-44","UNA","F",10,1,12,94
"509","A","F","UN","25-44","UNA","F",11,0,29,298
"510","A","F","UN","25-44","UNA","F",11,1,28,132
"511","A","F","UN","25-44","UNA","F",12,0,100,793
"512","A","F","UN","25-44","UNA","F",13,0,37,313
"513","A","F","UN","25-44","UNA","F",13,1,25,131
"514","A","F","UN","45-64","DEM","F",1,0,18,85
"515","A","F","UN","45-64","DEM","F",2,0,143,638
"516","A","F","UN","45-64","DEM","F",3,0,29,132
"517","A","F","UN","45-64","DEM","F",3,1,14,52
"518","A","F","UN","45-64","DEM","F",4,0,269,1169
"519","A","F","UN","45-64","DEM","F",4,1,2,15
"520","A","F","UN","45-64","DEM","F",5,0,12,94
"521","A","F","UN","45-64","DEM","F",5,1,14,86
"522","A","F","UN","45-64","DEM","F",6,0,7,50
"523","A","F","UN","45-64","DEM","F",7,0,25,120
"524","A","F","UN","45-64","DEM","F",7,1,2,16
"525","A","F","UN","45-64","DEM","F",8,0,57,311
"526","A","F","UN","45-64","DEM","F",8,1,72,254
"527","A","F","UN","45-64","DEM","F",9,0,81,442
"528","A","F","UN","45-64","DEM","F",10,0,17,125
"529","A","F","UN","45-64","DEM","F",10,1,8,34
"530","A","F","UN","45-64","DEM","F",11,0,30,168
"531","A","F","UN","45-64","DEM","F",11,1,22,72
"532","A","F","UN","45-64","DEM","F",12,0,56,320
"533","A","F","UN","45-64","DEM","F",13,0,26,156
"534","A","F","UN","45-64","DEM","F",13,1,19,73
"535","A","F","UN","45-64","LIB","F",4,0,0,2
"536","A","F","UN","45-64","LIB","F",4,1,0,1
"537","A","F","UN","45-64","LIB","F",5,0,1,2
"538","A","F","UN","45-64","LIB","F",5,1,1,2
"539","A","F","UN","45-64","LIB","F",8,0,1,6
"540","A","F","UN","45-64","LIB","F",8,1,2,6
"541","A","F","UN","45-64","LIB","F",9,0,4,10
"542","A","F","UN","45-64","LIB","F",11,0,1,2
"543","A","F","UN","45-64","LIB","F",12,0,2,6
"544","A","F","UN","45-64","LIB","F",13,0,1,6
"545","A","F","UN","45-64","LIB","F",13,1,0,1
"546","A","F","UN","45-64","REP","F",1,0,26,95
"547","A","F","UN","45-64","REP","F",2,0,57,284
"548","A","F","UN","45-64","REP","F",3,0,49,272
"549","A","F","UN","45-64","REP","F",3,1,32,116
"550","A","F","UN","45-64","REP","F",4,0,89,434
"551","A","F","UN","45-64","REP","F",4,1,2,3
"552","A","F","UN","45-64","REP","F",5,0,14,58
"553","A","F","UN","45-64","REP","F",5,1,17,57
"554","A","F","UN","45-64","REP","F",6,0,4,28
"555","A","F","UN","45-64","REP","F",7,0,32,158
"556","A","F","UN","45-64","REP","F",7,1,6,24
"557","A","F","UN","45-64","REP","F",8,0,70,339
"558","A","F","UN","45-64","REP","F",8,1,79,280
"559","A","F","UN","45-64","REP","F",9,0,72,304
"560","A","F","UN","45-64","REP","F",10,0,18,104
"561","A","F","UN","45-64","REP","F",10,1,6,21
"562","A","F","UN","45-64","REP","F",11,0,31,134
"563","A","F","UN","45-64","REP","F",11,1,9,32
"564","A","F","UN","45-64","REP","F",12,0,50,211
"565","A","F","UN","45-64","REP","F",13,0,35,169
"566","A","F","UN","45-64","REP","F",13,1,19,55
"567","A","F","UN","45-64","UNA","F",1,0,21,90
"568","A","F","UN","45-64","UNA","F",2,0,274,1180
"569","A","F","UN","45-64","UNA","F",3,0,34,208
"570","A","F","UN","45-64","UNA","F",3,1,15,64
"571","A","F","UN","45-64","UNA","F",4,0,449,1994
"572","A","F","UN","45-64","UNA","F",4,1,8,23
"573","A","F","UN","45-64","UNA","F",5,0,25,133
"574","A","F","UN","45-64","UNA","F",5,1,23,99
"575","A","F","UN","45-64","UNA","F",6,0,14,74
"576","A","F","UN","45-64","UNA","F",7,0,50,256
"577","A","F","UN","45-64","UNA","F",7,1,6,38
"578","A","F","UN","45-64","UNA","F",8,0,105,546
"579","A","F","UN","45-64","UNA","F",8,1,100,406
"580","A","F","UN","45-64","UNA","F",9,0,178,776
"581","A","F","UN","45-64","UNA","F",10,0,35,207
"582","A","F","UN","45-64","UNA","F",10,1,10,41
"583","A","F","UN","45-64","UNA","F",11,0,51,250
"584","A","F","UN","45-64","UNA","F",11,1,28,108
"585","A","F","UN","45-64","UNA","F",12,0,110,557
"586","A","F","UN","45-64","UNA","F",13,0,44,237
"587","A","F","UN","45-64","UNA","F",13,1,39,119
"588","A","F","UN","65+","DEM","F",1,0,6,34
"589","A","F","UN","65+","DEM","F",2,0,40,211
"590","A","F","UN","65+","DEM","F",3,0,9,52
"591","A","F","UN","65+","DEM","F",3,1,5,18
"592","A","F","UN","65+","DEM","F",4,0,84,438
"593","A","F","UN","65+","DEM","F",4,1,4,13
"594","A","F","UN","65+","DEM","F",5,0,2,14
"595","A","F","UN","65+","DEM","F",5,1,2,11
"596","A","F","UN","65+","DEM","F",6,0,4,17
"597","A","F","UN","65+","DEM","F",7,0,8,54
"598","A","F","UN","65+","DEM","F",7,1,2,10
"599","A","F","UN","65+","DEM","F",8,0,19,182
"600","A","F","UN","65+","DEM","F",8,1,31,136
"601","A","F","UN","65+","DEM","F",9,0,30,198
"602","A","F","UN","65+","DEM","F",10,0,7,41
"603","A","F","UN","65+","DEM","F",10,1,2,11
"604","A","F","UN","65+","DEM","F",11,0,9,56
"605","A","F","UN","65+","DEM","F",11,1,7,26
"606","A","F","UN","65+","DEM","F",12,0,22,140
"607","A","F","UN","65+","DEM","F",13,0,17,79
"608","A","F","UN","65+","DEM","F",13,1,9,29
"609","A","F","UN","65+","LIB","F",9,0,2,7
"610","A","F","UN","65+","LIB","F",12,0,2,7
"611","A","F","UN","65+","REP","F",1,0,8,34
"612","A","F","UN","65+","REP","F",2,0,26,126
"613","A","F","UN","65+","REP","F",3,0,31,150
"614","A","F","UN","65+","REP","F",3,1,9,42
"615","A","F","UN","65+","REP","F",4,0,39,208
"616","A","F","UN","65+","REP","F",4,1,2,4
"617","A","F","UN","65+","REP","F",5,0,4,22
"618","A","F","UN","65+","REP","F",5,1,3,16
"619","A","F","UN","65+","REP","F",6,0,4,13
"620","A","F","UN","65+","REP","F",7,0,11,52
"621","A","F","UN","65+","REP","F",7,1,4,10
"622","A","F","UN","65+","REP","F",8,0,30,192
"623","A","F","UN","65+","REP","F",8,1,37,142
"624","A","F","UN","65+","REP","F",9,0,22,127
"625","A","F","UN","65+","REP","F",10,0,9,34
"626","A","F","UN","65+","REP","F",10,1,2,6
"627","A","F","UN","65+","REP","F",11,0,9,46
"628","A","F","UN","65+","REP","F",11,1,6,16
"629","A","F","UN","65+","REP","F",12,0,14,90
"630","A","F","UN","65+","REP","F",13,0,14,68
"631","A","F","UN","65+","REP","F",13,1,9,28
"632","A","F","UN","65+","UNA","F",1,0,7,24
"633","A","F","UN","65+","UNA","F",2,0,52,274
"634","A","F","UN","65+","UNA","F",3,0,16,106
"635","A","F","UN","65+","UNA","F",3,1,10,36
"636","A","F","UN","65+","UNA","F",4,0,97,532
"637","A","F","UN","65+","UNA","F",4,1,6,15
"638","A","F","UN","65+","UNA","F",5,0,6,46
"639","A","F","UN","65+","UNA","F",5,1,5,26
"640","A","F","UN","65+","UNA","F",6,0,4,14
"641","A","F","UN","65+","UNA","F",7,0,16,75
"642","A","F","UN","65+","UNA","F",7,1,7,22
"643","A","F","UN","65+","UNA","F",8,0,40,200
"644","A","F","UN","65+","UNA","F",8,1,35,128
"645","A","F","UN","65+","UNA","F",9,0,41,226
"646","A","F","UN","65+","UNA","F",10,0,10,54
"647","A","F","UN","65+","UNA","F",10,1,1,10
"648","A","F","UN","65+","UNA","F",11,0,17,66
"649","A","F","UN","65+","UNA","F",11,1,8,28
"650","A","F","UN","65+","UNA","F",12,0,32,190
"651","A","F","UN","65+","UNA","F",13,0,20,99
"652","A","F","UN","65+","UNA","F",13,1,15,45
"653","A","M","HL","18-24","DEM","M",2,0,1,14
"654","A","M","HL","18-24","DEM","M",4,0,3,22
"655","A","M","HL","18-24","DEM","M",7,0,1,2
"656","A","M","HL","18-24","DEM","M",9,0,0,6
"657","A","M","HL","18-24","DEM","M",11,0,1,4
"658","A","M","HL","18-24","DEM","M",11,1,1,2
"659","A","M","HL","18-24","DEM","M",12,0,0,6
"660","A","M","HL","18-24","LIB","M",11,1,1,2
"661","A","M","HL","18-24","REP","M",1,0,1,2
"662","A","M","HL","18-24","REP","M",2,0,1,6
"663","A","M","HL","18-24","REP","M",4,0,2,8
"664","A","M","HL","18-24","REP","M",7,0,1,2
"665","A","M","HL","18-24","REP","M",9,0,0,4
"666","A","M","HL","18-24","REP","M",12,0,0,4
"667","A","M","HL","18-24","UNA","M",1,0,1,7
"668","A","M","HL","18-24","UNA","M",2,0,0,23
"669","A","M","HL","18-24","UNA","M",3,0,0,1
"670","A","M","HL","18-24","UNA","M",4,0,0,23
"671","A","M","HL","18-24","UNA","M",5,0,1,5
"672","A","M","HL","18-24","UNA","M",7,0,1,4
"673","A","M","HL","18-24","UNA","M",9,0,2,12
"674","A","M","HL","18-24","UNA","M",10,0,0,1
"675","A","M","HL","18-24","UNA","M",12,0,2,12
"676","A","M","HL","25-44","DEM","M",2,0,2,24
"677","A","M","HL","25-44","DEM","M",4,0,3,28
"678","A","M","HL","25-44","DEM","M",7,0,1,8
"679","A","M","HL","25-44","DEM","M",8,0,1,12
"680","A","M","HL","25-44","DEM","M",8,1,4,14
"681","A","M","HL","25-44","DEM","M",9,0,3,13
"682","A","M","HL","25-44","DEM","M",10,0,0,2
"683","A","M","HL","25-44","DEM","M",11,0,3,6
"684","A","M","HL","25-44","DEM","M",12,0,3,13
"685","A","M","HL","25-44","DEM","M",13,0,0,2
"686","A","M","HL","25-44","REP","M",2,0,0,7
"687","A","M","HL","25-44","REP","M",3,0,2,6
"688","A","M","HL","25-44","REP","M",4,0,1,15
"689","A","M","HL","25-44","UNA","M",1,0,0,4
"690","A","M","HL","25-44","UNA","M",2,0,2,24
"691","A","M","HL","25-44","UNA","M",3,0,0,4
"692","A","M","HL","25-44","UNA","M",4,0,5,41
"693","A","M","HL","25-44","UNA","M",4,1,0,1
"694","A","M","HL","25-44","UNA","M",5,0,1,2
"695","A","M","HL","25-44","UNA","M",6,0,0,2
"696","A","M","HL","25-44","UNA","M",8,0,1,6
"697","A","M","HL","25-44","UNA","M",8,1,1,12
"698","A","M","HL","25-44","UNA","M",10,0,1,7
"699","A","M","HL","25-44","UNA","M",11,1,2,6
"700","A","M","HL","25-44","UNA","M",13,0,1,6
"701","A","M","HL","25-44","UNA","M",13,1,0,1
"702","A","M","HL","45-64","DEM","M",2,0,0,11
"703","A","M","HL","45-64","DEM","M",4,0,0,13
"704","A","M","HL","45-64","DEM","M",4,1,0,2
"705","A","M","HL","45-64","DEM","M",5,0,1,2
"706","A","M","HL","45-64","DEM","M",5,1,0,1
"707","A","M","HL","45-64","DEM","M",7,0,1,2
"708","A","M","HL","45-64","DEM","M",8,0,1,4
"709","A","M","HL","45-64","DEM","M",9,0,2,9
"710","A","M","HL","45-64","DEM","M",10,0,1,2
"711","A","M","HL","45-64","DEM","M",10,1,0,1
"712","A","M","HL","45-64","DEM","M",11,0,1,2
"713","A","M","HL","45-64","DEM","M",12,0,1,7
"714","A","M","HL","45-64","DEM","M",13,0,0,2
"715","A","M","HL","45-64","DEM","M",13,1,0,2
"716","A","M","HL","45-64","REP","M",1,0,1,2
"717","A","M","HL","45-64","REP","M",2,0,1,5
"718","A","M","HL","45-64","REP","M",3,0,1,2
"719","A","M","HL","45-64","REP","M",4,0,1,5
"720","A","M","HL","45-64","REP","M",8,0,0,3
"721","A","M","HL","45-64","REP","M",9,0,1,9
"722","A","M","HL","45-64","REP","M",12,0,0,2
"723","A","M","HL","45-64","UNA","M",2,0,2,24
"724","A","M","HL","45-64","UNA","M",4,0,3,28
"725","A","M","HL","45-64","UNA","M",7,0,1,2
"726","A","M","HL","45-64","UNA","M",8,0,0,1
"727","A","M","HL","45-64","UNA","M",8,1,1,4
"728","A","M","HL","45-64","UNA","M",9,0,2,7
"729","A","M","HL","45-64","UNA","M",10,0,0,2
"730","A","M","HL","45-64","UNA","M",12,0,1,4
"731","A","M","HL","45-64","UNA","M",13,0,0,2
"732","A","M","HL","65+","DEM","M",2,0,1,5
"733","A","M","HL","65+","DEM","M",4,0,2,7
"734","A","M","HL","65+","DEM","M",5,0,0,2
"735","A","M","HL","65+","DEM","M",8,0,1,2
"736","A","M","HL","65+","DEM","M",10,0,0,2
"737","A","M","HL","65+","REP","M",8,0,0,1
"738","A","M","HL","65+","REP","M",13,0,0,1
"739","A","M","HL","65+","UNA","M",8,0,1,2
"740","A","M","HL","65+","UNA","M",8,1,2,4
"741","A","M","NL","18-24","DEM","M",1,0,6,55
"742","A","M","NL","18-24","DEM","M",2,0,67,370
"743","A","M","NL","18-24","DEM","M",3,0,8,63
"744","A","M","NL","18-24","DEM","M",3,1,3,10
"745","A","M","NL","18-24","DEM","M",4,0,213,1343
"746","A","M","NL","18-24","DEM","M",4,1,2,6
"747","A","M","NL","18-24","DEM","M",5,0,9,159
"748","A","M","NL","18-24","DEM","M",5,1,12,128
"749","A","M","NL","18-24","DEM","M",6,0,8,44
"750","A","M","NL","18-24","DEM","M",7,0,7,50
"751","A","M","NL","18-24","DEM","M",8,0,9,121
"752","A","M","NL","18-24","DEM","M",8,1,12,80
"753","A","M","NL","18-24","DEM","M",9,0,34,379
"754","A","M","NL","18-24","DEM","M",10,0,10,89
"755","A","M","NL","18-24","DEM","M",10,1,6,46
"756","A","M","NL","18-24","DEM","M",11,0,5,30
"757","A","M","NL","18-24","DEM","M",11,1,5,28
"758","A","M","NL","18-24","DEM","M",12,0,26,282
"759","A","M","NL","18-24","DEM","M",13,0,4,65
"760","A","M","NL","18-24","DEM","M",13,1,11,50
"761","A","M","NL","18-24","GRE","M",11,0,1,2
"762","A","M","NL","18-24","LIB","M",4,0,1,6
"763","A","M","NL","18-24","LIB","M",5,0,2,6
"764","A","M","NL","18-24","LIB","M",8,0,1,4
"765","A","M","NL","18-24","LIB","M",8,1,1,2
"766","A","M","NL","18-24","LIB","M",9,0,0,8
"767","A","M","NL","18-24","LIB","M",12,0,0,8
"768","A","M","NL","18-24","LIB","M",13,0,1,2
"769","A","M","NL","18-24","REP","M",1,0,5,27
"770","A","M","NL","18-24","REP","M",2,0,14,110
"771","A","M","NL","18-24","REP","M",3,0,8,95
"772","A","M","NL","18-24","REP","M",3,1,7,30
"773","A","M","NL","18-24","REP","M",4,0,27,255
"774","A","M","NL","18-24","REP","M",4,1,0,3
"775","A","M","NL","18-24","REP","M",5,0,2,45
"776","A","M","NL","18-24","REP","M",5,1,2,26
"777","A","M","NL","18-24","REP","M",6,0,1,12
"778","A","M","NL","18-24","REP","M",7,0,2,14
"779","A","M","NL","18-24","REP","M",7,1,1,4
"780","A","M","NL","18-24","REP","M",8,0,12,86
"781","A","M","NL","18-24","REP","M",8,1,7,70
"782","A","M","NL","18-24","REP","M",9,0,17,159
"783","A","M","NL","18-24","REP","M",10,0,2,53
"784","A","M","NL","18-24","REP","M",10,1,2,26
"785","A","M","NL","18-24","REP","M",11,0,2,9
"786","A","M","NL","18-24","REP","M",12,0,10,99
"787","A","M","NL","18-24","REP","M",13,0,6,52
"788","A","M","NL","18-24","REP","M",13,1,6,23
"789","A","M","NL","18-24","UNA","M",1,0,10,77
"790","A","M","NL","18-24","UNA","M",2,0,124,881
"791","A","M","NL","18-24","UNA","M",3,0,15,239
"792","A","M","NL","18-24","UNA","M",3,1,13,80
"793","A","M","NL","18-24","UNA","M",4,0,325,2506
"794","A","M","NL","18-24","UNA","M",4,1,1,6
"795","A","M","NL","18-24","UNA","M",5,0,18,340
"796","A","M","NL","18-24","UNA","M",5,1,25,292
"797","A","M","NL","18-24","UNA","M",6,0,5,73
"798","A","M","NL","18-24","UNA","M",7,0,5,100
"799","A","M","NL","18-24","UNA","M",7,1,4,14
"800","A","M","NL","18-24","UNA","M",8,0,25,365
"801","A","M","NL","18-24","UNA","M",8,1,15,222
"802","A","M","NL","18-24","UNA","M",9,0,56,742
"803","A","M","NL","18-24","UNA","M",10,0,15,230
"804","A","M","NL","18-24","UNA","M",10,1,8,88
"805","A","M","NL","18-24","UNA","M",11,0,9,70
"806","A","M","NL","18-24","UNA","M",11,1,7,42
"807","A","M","NL","18-24","UNA","M",12,0,46,547
"808","A","M","NL","18-24","UNA","M",13,0,18,184
"809","A","M","NL","18-24","UNA","M",13,1,12,92
"810","A","M","NL","25-44","DEM","M",1,0,21,223
"811","A","M","NL","25-44","DEM","M",2,0,184,1095
"812","A","M","NL","25-44","DEM","M",3,0,24,311
"813","A","M","NL","25-44","DEM","M",3,1,27,88
"814","A","M","NL","25-44","DEM","M",4,0,457,3536
"815","A","M","NL","25-44","DEM","M",4,1,2,22
"816","A","M","NL","25-44","DEM","M",5,0,19,432
"817","A","M","NL","25-44","DEM","M",5,1,26,333
"818","A","M","NL","25-44","DEM","M",6,0,11,97
"819","A","M","NL","25-44","DEM","M",7,0,32,259
"820","A","M","NL","25-44","DEM","M",7,1,3,22
"821","A","M","NL","25-44","DEM","M",8,0,46,518
"822","A","M","NL","25-44","DEM","M",8,1,54,322
"823","A","M","NL","25-44","DEM","M",9,0,186,1303
"824","A","M","NL","25-44","DEM","M",10,0,35,358
"825","A","M","NL","25-44","DEM","M",10,1,16,147
"826","A","M","NL","25-44","DEM","M",11,0,33,185
"827","A","M","NL","25-44","DEM","M",11,1,21,98
"828","A","M","NL","25-44","DEM","M",12,0,146,967
"829","A","M","NL","25-44","DEM","M",13,0,26,322
"830","A","M","NL","25-44","DEM","M",13,1,20,174
"831","A","M","NL","25-44","LIB","M",2,0,3,24
"832","A","M","NL","25-44","LIB","M",4,0,3,25
"833","A","M","NL","25-44","LIB","M",4,1,0,1
"834","A","M","NL","25-44","LIB","M",5,0,1,2
"835","A","M","NL","25-44","LIB","M",5,1,1,8
"836","A","M","NL","25-44","LIB","M",7,0,1,3
"837","A","M","NL","25-44","LIB","M",8,0,2,13
"838","A","M","NL","25-44","LIB","M",8,1,1,4
"839","A","M","NL","25-44","LIB","M",9,0,4,30
"840","A","M","NL","25-44","LIB","M",11,0,3,12
"841","A","M","NL","25-44","LIB","M",11,1,1,4
"842","A","M","NL","25-44","LIB","M",12,0,3,20
"843","A","M","NL","25-44","LIB","M",13,0,1,3
"844","A","M","NL","25-44","LIB","M",13,1,0,1
"845","A","M","NL","25-44","REP","M",1,0,5,84
"846","A","M","NL","25-44","REP","M",2,0,52,435
"847","A","M","NL","25-44","REP","M",3,0,14,322
"848","A","M","NL","25-44","REP","M",3,1,10,62
"849","A","M","NL","25-44","REP","M",4,0,93,955
"850","A","M","NL","25-44","REP","M",5,0,9,163
"851","A","M","NL","25-44","REP","M",5,1,17,170
"852","A","M","NL","25-44","REP","M",6,0,4,56
"853","A","M","NL","25-44","REP","M",7,0,19,161
"854","A","M","NL","25-44","REP","M",7,1,2,14
"855","A","M","NL","25-44","REP","M",8,0,41,461
"856","A","M","NL","25-44","REP","M",8,1,38,322
"857","A","M","NL","25-44","REP","M",9,0,99,698
"858","A","M","NL","25-44","REP","M",10,0,20,210
"859","A","M","NL","25-44","REP","M",10,1,10,70
"860","A","M","NL","25-44","REP","M",11,0,10,109
"861","A","M","NL","25-44","REP","M",11,1,10,52
"862","A","M","NL","25-44","REP","M",12,0,70,498
"863","A","M","NL","25-44","REP","M",13,0,20,184
"864","A","M","NL","25-44","REP","M",13,1,12,76
"865","A","M","NL","25-44","UNA","M",1,0,22,313
"866","A","M","NL","25-44","UNA","M",2,0,394,2123
"867","A","M","NL","25-44","UNA","M",3,0,34,687
"868","A","M","NL","25-44","UNA","M",3,1,28,186
"869","A","M","NL","25-44","UNA","M",4,0,682,5446
"870","A","M","NL","25-44","UNA","M",4,1,6,30
"871","A","M","NL","25-44","UNA","M",5,0,31,774
"872","A","M","NL","25-44","UNA","M",5,1,34,486
"873","A","M","NL","25-44","UNA","M",6,0,26,186
"874","A","M","NL","25-44","UNA","M",7,0,25,379
"875","A","M","NL","25-44","UNA","M",7,1,2,24
"876","A","M","NL","25-44","UNA","M",8,0,153,1301
"877","A","M","NL","25-44","UNA","M",8,1,136,818
"878","A","M","NL","25-44","UNA","M",9,0,355,2548
"879","A","M","NL","25-44","UNA","M",10,0,58,657
"880","A","M","NL","25-44","UNA","M",10,1,20,220
"881","A","M","NL","25-44","UNA","M",11,0,41,374
"882","A","M","NL","25-44","UNA","M",11,1,34,164
"883","A","M","NL","25-44","UNA","M",12,0,250,1838
"884","A","M","NL","25-44","UNA","M",13,0,58,594
"885","A","M","NL","25-44","UNA","M",13,1,39,212
"886","A","M","NL","45-64","DEM","M",1,0,21,100
"887","A","M","NL","45-64","DEM","M",2,0,179,756
"888","A","M","NL","45-64","DEM","M",3,0,17,138
"889","A","M","NL","45-64","DEM","M",3,1,15,38
"890","A","M","NL","45-64","DEM","M",4,0,328,1428
"891","A","M","NL","45-64","DEM","M",4,1,5,13
"892","A","M","NL","45-64","DEM","M",5,0,15,169
"893","A","M","NL","45-64","DEM","M",5,1,21,145
"894","A","M","NL","45-64","DEM","M",6,0,8,48
"895","A","M","NL","45-64","DEM","M",7,0,20,157
"896","A","M","NL","45-64","DEM","M",7,1,5,16
"897","A","M","NL","45-64","DEM","M",8,0,51,288
"898","A","M","NL","45-64","DEM","M",8,1,51,202
"899","A","M","NL","45-64","DEM","M",9,0,161,812
"900","A","M","NL","45-64","DEM","M",10,0,26,193
"901","A","M","NL","45-64","DEM","M",10,1,10,65
"902","A","M","NL","45-64","DEM","M",11,0,27,146
"903","A","M","NL","45-64","DEM","M",11,1,21,80
"904","A","M","NL","45-64","DEM","M",12,0,106,547
"905","A","M","NL","45-64","DEM","M",13,0,36,220
"906","A","M","NL","45-64","DEM","M",13,1,22,87
"907","A","M","NL","45-64","GRE","M",2,0,0,2
"908","A","M","NL","45-64","GRE","M",4,0,0,2
"909","A","M","NL","45-64","GRE","M",9,0,0,1
"910","A","M","NL","45-64","GRE","M",12,0,0,1
"911","A","M","NL","45-64","LIB","M",2,0,2,15
"912","A","M","NL","45-64","LIB","M",3,0,1,8
"913","A","M","NL","45-64","LIB","M",4,0,4,23
"914","A","M","NL","45-64","LIB","M",6,0,0,1
"915","A","M","NL","45-64","LIB","M",8,0,1,2
"916","A","M","NL","45-64","LIB","M",8,1,1,2
"917","A","M","NL","45-64","LIB","M",9,0,2,14
"918","A","M","NL","45-64","LIB","M",10,0,0,1
"919","A","M","NL","45-64","LIB","M",11,1,1,2
"920","A","M","NL","45-64","LIB","M",12,0,2,14
"921","A","M","NL","45-64","REP","M",1,0,13,90
"922","A","M","NL","45-64","REP","M",2,0,99,435
"923","A","M","NL","45-64","REP","M",3,0,18,157
"924","A","M","NL","45-64","REP","M",3,1,12,44
"925","A","M","NL","45-64","REP","M",4,0,139,673
"926","A","M","NL","45-64","REP","M",4,1,3,8
"927","A","M","NL","45-64","REP","M",5,0,16,140
"928","A","M","NL","45-64","REP","M",5,1,15,106
"929","A","M","NL","45-64","REP","M",6,0,10,40
"930","A","M","NL","45-64","REP","M",7,0,24,156
"931","A","M","NL","45-64","REP","M",7,1,5,16
"932","A","M","NL","45-64","REP","M",8,0,60,378
"933","A","M","NL","45-64","REP","M",8,1,49,246
"934","A","M","NL","45-64","REP","M",9,0,130,673
"935","A","M","NL","45-64","REP","M",10,0,33,179
"936","A","M","NL","45-64","REP","M",10,1,4,40
"937","A","M","NL","45-64","REP","M",11,0,19,99
"938","A","M","NL","45-64","REP","M",11,1,12,38
"939","A","M","NL","45-64","REP","M",12,0,68,391
"940","A","M","NL","45-64","REP","M",13,0,39,211
"941","A","M","NL","45-64","REP","M",13,1,12,58
"942","A","M","NL","45-64","UNA","M",1,0,37,206
"943","A","M","NL","45-64","UNA","M",2,0,559,1935
"944","A","M","NL","45-64","UNA","M",3,0,46,260
"945","A","M","NL","45-64","UNA","M",3,1,14,50
"946","A","M","NL","45-64","UNA","M",4,0,828,3237
"947","A","M","NL","45-64","UNA","M",4,1,6,22
"948","A","M","NL","45-64","UNA","M",5,0,35,260
"949","A","M","NL","45-64","UNA","M",5,1,40,175
"950","A","M","NL","45-64","UNA","M",6,0,26,121
"951","A","M","NL","45-64","UNA","M",7,0,35,242
"952","A","M","NL","45-64","UNA","M",7,1,5,16
"953","A","M","NL","45-64","UNA","M",8,0,140,638
"954","A","M","NL","45-64","UNA","M",8,1,127,432
"955","A","M","NL","45-64","UNA","M",9,0,401,1723
"956","A","M","NL","45-64","UNA","M",10,0,63,310
"957","A","M","NL","45-64","UNA","M",10,1,10,63
"958","A","M","NL","45-64","UNA","M",11,0,42,229
"959","A","M","NL","45-64","UNA","M",11,1,23,90
"960","A","M","NL","45-64","UNA","M",12,0,246,1154
"961","A","M","NL","45-64","UNA","M",13,0,74,355
"962","A","M","NL","45-64","UNA","M",13,1,29,108
