"","race_code","gender_code","ethnic_code","age_group","county_desc","election_lbl","n","n_registered","percent_voted"
"1","U","F","UN","45-64","PERQUIMANS","11/06/2018",1,1,1
"2","U","F","UN","45-64","PERQUIMANS","11/08/2016",1,1,1
"3","U","M","NL","45-64","HOKE","11/06/2018",1,1,1
"4","U","M","NL","45-64","HOKE","11/08/2016",1,1,1
"5","A","F","HL","18-24","CURRITUCK","11/08/2016",1,1,1
"6","A","F","HL","18-24","DURHAM","11/06/2018",2,9,0.222222222222222
"7","A","F","HL","18-24","DURHAM","11/08/2016",6,12,0.5
"8","A","F","HL","18-24","FORSYTH","11/08/2016",2,8,0.25
"9","A","F","HL","18-24","FRANKLIN","11/06/2018",1,5,0.2
"10","A","F","HL","18-24","FRANKLIN","11/08/2016",1,6,0.166666666666667
"11","A","F","HL","18-24","GASTON","11/06/2018",1,1,1
"12","A","F","HL","18-24","GASTON","11/08/2016",1,1,1
"13","A","F","HL","18-24","GUILFORD","11/06/2018",2,7,0.285714285714286
"14","A","F","HL","18-24","GUILFORD","11/08/2016",2,9,0.222222222222222
"15","A","F","HL","18-24","JOHNSTON","11/06/2018",1,6,0.166666666666667
"16","A","F","HL","18-24","JOHNSTON","11/08/2016",4,8,0.5
"17","A","F","HL","18-24","LEE","11/06/2018",1,2,0.5
"18","A","F","HL","18-24","MECKLENBURG","11/06/2018",8,28,0.285714285714286
"19","A","F","HL","18-24","MECKLENBURG","11/08/2016",13,36,0.361111111111111
"20","A","F","HL","18-24","NEW HANOVER","11/08/2016",1,1,1
"21","A","F","HL","18-24","ORANGE","11/06/2018",2,4,0.5
"22","A","F","HL","18-24","ORANGE","11/08/2016",2,5,0.4
"23","A","F","HL","18-24","UNION","11/08/2016",1,4,0.25
"24","A","F","HL","18-24","WAKE","11/06/2018",13,46,0.282608695652174
"25","A","F","HL","18-24","WAKE","11/08/2016",15,54,0.277777777777778
"26","A","F","HL","18-24","WATAUGA","11/06/2018",1,1,1
"27","A","F","HL","18-24","WAYNE","11/08/2016",1,2,0.5
"28","A","F","HL","25-44","CABARRUS","11/06/2018",1,1,1
"29","A","F","HL","25-44","CABARRUS","11/08/2016",1,1,1
"30","A","F","HL","25-44","CALDWELL","11/06/2018",1,1,1
"31","A","F","HL","25-44","CALDWELL","11/08/2016",1,1,1
"32","A","F","HL","25-44","CHATHAM","11/08/2016",1,1,1
"33","A","F","HL","25-44","CRAVEN","11/08/2016",1,2,0.5
"34","A","F","HL","25-44","CUMBERLAND","11/06/2018",3,18,0.166666666666667
"35","A","F","HL","25-44","CUMBERLAND","11/08/2016",5,16,0.3125
"36","A","F","HL","25-44","CURRITUCK","11/08/2016",1,1,1
"37","A","F","HL","25-44","DUPLIN","11/06/2018",1,1,1
"38","A","F","HL","25-44","DUPLIN","11/08/2016",1,1,1
"39","A","F","HL","25-44","DURHAM","11/06/2018",3,17,0.176470588235294
"40","A","F","HL","25-44","DURHAM","11/08/2016",8,14,0.571428571428571
"41","A","F","HL","25-44","FORSYTH","11/06/2018",1,6,0.166666666666667
"42","A","F","HL","25-44","FORSYTH","11/08/2016",2,4,0.5
"43","A","F","HL","25-44","FRANKLIN","11/06/2018",1,1,1
"44","A","F","HL","25-44","GUILFORD","11/06/2018",2,7,0.285714285714286
"45","A","F","HL","25-44","GUILFORD","11/08/2016",4,7,0.571428571428571
"46","A","F","HL","25-44","IREDELL","11/06/2018",1,4,0.25
"47","A","F","HL","25-44","JOHNSTON","11/06/2018",3,13,0.230769230769231
"48","A","F","HL","25-44","JOHNSTON","11/08/2016",5,11,0.454545454545455
"49","A","F","HL","25-44","LEE","11/06/2018",1,3,0.333333333333333
"50","A","F","HL","25-44","MECKLENBURG","11/06/2018",17,33,0.515151515151515
"51","A","F","HL","25-44","MECKLENBURG","11/08/2016",10,28,0.357142857142857
"52","A","F","HL","25-44","MOORE","11/06/2018",1,1,1
"53","A","F","HL","25-44","NEW HANOVER","11/06/2018",3,8,0.375
"54","A","F","HL","25-44","NEW HANOVER","11/08/2016",2,7,0.285714285714286
"55","A","F","HL","25-44","ORANGE","11/06/2018",1,6,0.166666666666667
"56","A","F","HL","25-44","ORANGE","11/08/2016",1,5,0.2
"57","A","F","HL","25-44","PASQUOTANK","11/06/2018",1,1,1
"58","A","F","HL","25-44","PASQUOTANK","11/08/2016",1,1,1
"59","A","F","HL","25-44","PITT","11/08/2016",1,2,0.5
"60","A","F","HL","25-44","ROWAN","11/08/2016",1,2,0.5
"61","A","F","HL","25-44","UNION","11/06/2018",1,3,0.333333333333333
"62","A","F","HL","25-44","WAKE","11/06/2018",17,51,0.333333333333333
"63","A","F","HL","25-44","WAKE","11/08/2016",27,48,0.5625
"64","A","F","HL","25-44","WAYNE","11/06/2018",1,2,0.5
"65","A","F","HL","45-64","ALAMANCE","11/06/2018",1,1,1
"66","A","F","HL","45-64","ALAMANCE","11/08/2016",1,1,1
"67","A","F","HL","45-64","BRUNSWICK","11/06/2018",1,1,1
"68","A","F","HL","45-64","BRUNSWICK","11/08/2016",2,2,1
"69","A","F","HL","45-64","BUNCOMBE","11/06/2018",1,2,0.5
"70","A","F","HL","45-64","BUNCOMBE","11/08/2016",2,2,1
"71","A","F","HL","45-64","CABARRUS","11/06/2018",4,6,0.666666666666667
"72","A","F","HL","45-64","CABARRUS","11/08/2016",4,7,0.571428571428571
"73","A","F","HL","45-64","CATAWBA","11/08/2016",1,1,1
"74","A","F","HL","45-64","CLEVELAND","11/06/2018",1,1,1
"75","A","F","HL","45-64","CLEVELAND","11/08/2016",1,1,1
"76","A","F","HL","45-64","CRAVEN","11/06/2018",2,5,0.4
"77","A","F","HL","45-64","CRAVEN","11/08/2016",1,3,0.333333333333333
"78","A","F","HL","45-64","CUMBERLAND","11/06/2018",3,6,0.5
"79","A","F","HL","45-64","CUMBERLAND","11/08/2016",6,6,1
"80","A","F","HL","45-64","DAVIDSON","11/08/2016",1,2,0.5
"81","A","F","HL","45-64","DURHAM","11/06/2018",4,7,0.571428571428571
"82","A","F","HL","45-64","DURHAM","11/08/2016",4,7,0.571428571428571
"83","A","F","HL","45-64","EDGECOMBE","11/06/2018",1,1,1
"84","A","F","HL","45-64","EDGECOMBE","11/08/2016",1,1,1
"85","A","F","HL","45-64","FORSYTH","11/06/2018",1,2,0.5
"86","A","F","HL","45-64","FORSYTH","11/08/2016",1,2,0.5
"87","A","F","HL","45-64","FRANKLIN","11/08/2016",1,1,1
"88","A","F","HL","45-64","GUILFORD","11/06/2018",5,8,0.625
"89","A","F","HL","45-64","GUILFORD","11/08/2016",4,6,0.666666666666667
"90","A","F","HL","45-64","HALIFAX","11/06/2018",1,1,1
"91","A","F","HL","45-64","HALIFAX","11/08/2016",1,1,1
"92","A","F","HL","45-64","HARNETT","11/06/2018",2,2,1
"93","A","F","HL","45-64","HARNETT","11/08/2016",2,2,1
"94","A","F","HL","45-64","IREDELL","11/06/2018",1,3,0.333333333333333
"95","A","F","HL","45-64","JACKSON","11/06/2018",1,1,1
"96","A","F","HL","45-64","JACKSON","11/08/2016",1,1,1
"97","A","F","HL","45-64","JOHNSTON","11/06/2018",4,5,0.8
"98","A","F","HL","45-64","JOHNSTON","11/08/2016",4,5,0.8
"99","A","F","HL","45-64","LINCOLN","11/06/2018",4,4,1
"100","A","F","HL","45-64","LINCOLN","11/08/2016",4,4,1
"101","A","F","HL","45-64","MECKLENBURG","11/06/2018",6,15,0.4
"102","A","F","HL","45-64","MECKLENBURG","11/08/2016",6,14,0.428571428571429
"103","A","F","HL","45-64","MOORE","11/06/2018",1,1,1
"104","A","F","HL","45-64","NASH","11/06/2018",1,3,0.333333333333333
"105","A","F","HL","45-64","NASH","11/08/2016",1,2,0.5
"106","A","F","HL","45-64","ONSLOW","11/08/2016",3,4,0.75
"107","A","F","HL","45-64","ORANGE","11/08/2016",1,2,0.5
"108","A","F","HL","45-64","RANDOLPH","11/06/2018",1,1,1
"109","A","F","HL","45-64","RANDOLPH","11/08/2016",1,1,1
"110","A","F","HL","45-64","STANLY","11/06/2018",1,1,1
"111","A","F","HL","45-64","STANLY","11/08/2016",1,1,1
"112","A","F","HL","45-64","UNION","11/06/2018",1,2,0.5
"113","A","F","HL","45-64","UNION","11/08/2016",2,2,1
"114","A","F","HL","45-64","WAKE","11/06/2018",15,28,0.535714285714286
"115","A","F","HL","45-64","WAKE","11/08/2016",15,26,0.576923076923077
"116","A","F","HL","45-64","WILSON","11/06/2018",1,1,1
"117","A","F","HL","65+","ALAMANCE","11/06/2018",1,1,1
"118","A","F","HL","65+","ALAMANCE","11/08/2016",1,1,1
"119","A","F","HL","65+","ANSON","11/06/2018",1,1,1
"120","A","F","HL","65+","ANSON","11/08/2016",1,1,1
"121","A","F","HL","65+","ASHE","11/08/2016",1,1,1
"122","A","F","HL","65+","BRUNSWICK","11/06/2018",1,2,0.5
"123","A","F","HL","65+","CABARRUS","11/06/2018",1,1,1
"124","A","F","HL","65+","CUMBERLAND","11/06/2018",2,4,0.5
"125","A","F","HL","65+","CUMBERLAND","11/08/2016",4,4,1
"126","A","F","HL","65+","DURHAM","11/08/2016",1,1,1
"127","A","F","HL","65+","FORSYTH","11/08/2016",1,2,0.5
"128","A","F","HL","65+","GUILFORD","11/06/2018",1,1,1
"129","A","F","HL","65+","GUILFORD","11/08/2016",1,1,1
"130","A","F","HL","65+","MECKLENBURG","11/06/2018",3,5,0.6
"131","A","F","HL","65+","MECKLENBURG","11/08/2016",3,3,1
"132","A","F","HL","65+","ONSLOW","11/06/2018",1,1,1
"133","A","F","HL","65+","ONSLOW","11/08/2016",1,1,1
"134","A","F","HL","65+","ORANGE","11/06/2018",1,1,1
"135","A","F","HL","65+","ORANGE","11/08/2016",1,1,1
"136","A","F","HL","65+","WAKE","11/06/2018",7,22,0.318181818181818
"137","A","F","HL","65+","WAKE","11/08/2016",10,19,0.526315789473684
"138","A","F","HL","65+","WILSON","11/08/2016",1,1,1
"139","A","F","NL","18-24","ALAMANCE","11/06/2018",13,71,0.183098591549296
"140","A","F","NL","18-24","ALAMANCE","11/08/2016",29,87,0.333333333333333
"141","A","F","NL","18-24","ALEXANDER","11/08/2016",2,19,0.105263157894737
"142","A","F","NL","18-24","ASHE","11/06/2018",1,2,0.5
"143","A","F","NL","18-24","BRUNSWICK","11/06/2018",6,15,0.4
"144","A","F","NL","18-24","BRUNSWICK","11/08/2016",3,18,0.166666666666667
"145","A","F","NL","18-24","BUNCOMBE","11/06/2018",29,101,0.287128712871287
"146","A","F","NL","18-24","BUNCOMBE","11/08/2016",39,118,0.330508474576271
"147","A","F","NL","18-24","BURKE","11/06/2018",5,85,0.0588235294117647
"148","A","F","NL","18-24","BURKE","11/08/2016",28,112,0.25
"149","A","F","NL","18-24","CABARRUS","11/06/2018",27,119,0.226890756302521
"150","A","F","NL","18-24","CABARRUS","11/08/2016",48,137,0.35036496350365
"151","A","F","NL","18-24","CALDWELL","11/08/2016",1,11,0.0909090909090909
"152","A","F","NL","18-24","CAMDEN","11/08/2016",1,3,0.333333333333333
"153","A","F","NL","18-24","CARTERET","11/06/2018",6,25,0.24
"154","A","F","NL","18-24","CARTERET","11/08/2016",10,28,0.357142857142857
"155","A","F","NL","18-24","CATAWBA","11/06/2018",21,215,0.0976744186046512
"156","A","F","NL","18-24","CATAWBA","11/08/2016",52,273,0.19047619047619
"157","A","F","NL","18-24","CHATHAM","11/06/2018",5,31,0.161290322580645
"158","A","F","NL","18-24","CHATHAM","11/08/2016",14,37,0.378378378378378
"159","A","F","NL","18-24","CHEROKEE","11/06/2018",2,7,0.285714285714286
"160","A","F","NL","18-24","CHEROKEE","11/08/2016",4,9,0.444444444444444
"161","A","F","NL","18-24","CHOWAN","11/06/2018",2,2,1
"162","A","F","NL","18-24","CHOWAN","11/08/2016",1,2,0.5
"163","A","F","NL","18-24","CLEVELAND","11/06/2018",4,23,0.173913043478261
"164","A","F","NL","18-24","CLEVELAND","11/08/2016",2,27,0.0740740740740741
"165","A","F","NL","18-24","COLUMBUS","11/08/2016",1,5,0.2
"166","A","F","NL","18-24","CRAVEN","11/06/2018",5,75,0.0666666666666667
"167","A","F","NL","18-24","CRAVEN","11/08/2016",13,97,0.134020618556701
"168","A","F","NL","18-24","CUMBERLAND","11/06/2018",24,163,0.147239263803681
"169","A","F","NL","18-24","CUMBERLAND","11/08/2016",35,201,0.174129353233831
"170","A","F","NL","18-24","DAVIDSON","11/06/2018",9,52,0.173076923076923
"171","A","F","NL","18-24","DAVIDSON","11/08/2016",16,64,0.25
"172","A","F","NL","18-24","DAVIE","11/06/2018",7,13,0.538461538461538
"173","A","F","NL","18-24","DAVIE","11/08/2016",9,18,0.5
"174","A","F","NL","18-24","DUPLIN","11/06/2018",1,4,0.25
"175","A","F","NL","18-24","DURHAM","11/06/2018",272,832,0.326923076923077
"176","A","F","NL","18-24","DURHAM","11/08/2016",422,1136,0.371478873239437
"177","A","F","NL","18-24","EDGECOMBE","11/08/2016",2,7,0.285714285714286
"178","A","F","NL","18-24","FORSYTH","11/06/2018",69,256,0.26953125
"179","A","F","NL","18-24","FORSYTH","11/08/2016",90,310,0.290322580645161
"180","A","F","NL","18-24","FRANKLIN","11/06/2018",2,8,0.25
"181","A","F","NL","18-24","GASTON","11/06/2018",13,62,0.209677419354839
"182","A","F","NL","18-24","GASTON","11/08/2016",29,87,0.333333333333333
"183","A","F","NL","18-24","GRAHAM","11/08/2016",1,1,1
"184","A","F","NL","18-24","GRANVILLE","11/06/2018",4,9,0.444444444444444
"185","A","F","NL","18-24","GRANVILLE","11/08/2016",2,10,0.2
"186","A","F","NL","18-24","GUILFORD","11/06/2018",180,736,0.244565217391304
"187","A","F","NL","18-24","GUILFORD","11/08/2016",278,900,0.308888888888889
"188","A","F","NL","18-24","HALIFAX","11/08/2016",1,3,0.333333333333333
"189","A","F","NL","18-24","HARNETT","11/06/2018",2,29,0.0689655172413793
"190","A","F","NL","18-24","HARNETT","11/08/2016",5,36,0.138888888888889
"191","A","F","NL","18-24","HAYWOOD","11/06/2018",3,9,0.333333333333333
"192","A","F","NL","18-24","HAYWOOD","11/08/2016",2,9,0.222222222222222
"193","A","F","NL","18-24","HENDERSON","11/06/2018",3,18,0.166666666666667
"194","A","F","NL","18-24","HENDERSON","11/08/2016",7,21,0.333333333333333
"195","A","F","NL","18-24","HOKE","11/06/2018",2,14,0.142857142857143
"196","A","F","NL","18-24","HOKE","11/08/2016",4,17,0.235294117647059
"197","A","F","NL","18-24","IREDELL","11/06/2018",10,67,0.149253731343284
"198","A","F","NL","18-24","IREDELL","11/08/2016",17,86,0.197674418604651
"199","A","F","NL","18-24","JACKSON","11/06/2018",7,25,0.28
"200","A","F","NL","18-24","JACKSON","11/08/2016",13,28,0.464285714285714
"201","A","F","NL","18-24","JOHNSTON","11/06/2018",10,49,0.204081632653061
"202","A","F","NL","18-24","JOHNSTON","11/08/2016",11,55,0.2
"203","A","F","NL","18-24","LEE","11/06/2018",2,12,0.166666666666667
"204","A","F","NL","18-24","LEE","11/08/2016",4,12,0.333333333333333
"205","A","F","NL","18-24","LENOIR","11/06/2018",2,9,0.222222222222222
"206","A","F","NL","18-24","LENOIR","11/08/2016",3,10,0.3
"207","A","F","NL","18-24","LINCOLN","11/06/2018",1,14,0.0714285714285714
"208","A","F","NL","18-24","LINCOLN","11/08/2016",2,16,0.125
"209","A","F","NL","18-24","MACON","11/06/2018",3,4,0.75
"210","A","F","NL","18-24","MACON","11/08/2016",1,5,0.2
"211","A","F","NL","18-24","MADISON","11/06/2018",2,2,1
"212","A","F","NL","18-24","MADISON","11/08/2016",1,2,0.5
"213","A","F","NL","18-24","MCDOWELL","11/06/2018",1,11,0.0909090909090909
"214","A","F","NL","18-24","MCDOWELL","11/08/2016",5,12,0.416666666666667
"215","A","F","NL","18-24","MECKLENBURG","11/06/2018",299,1269,0.235618597320725
"216","A","F","NL","18-24","MECKLENBURG","11/08/2016",393,1564,0.251278772378517
"217","A","F","NL","18-24","MONTGOMERY","11/06/2018",2,11,0.181818181818182
"218","A","F","NL","18-24","MONTGOMERY","11/08/2016",3,14,0.214285714285714
"219","A","F","NL","18-24","MOORE","11/06/2018",4,23,0.173913043478261
"220","A","F","NL","18-24","MOORE","11/08/2016",8,29,0.275862068965517
"221","A","F","NL","18-24","NASH","11/06/2018",4,14,0.285714285714286
"222","A","F","NL","18-24","NASH","11/08/2016",3,17,0.176470588235294
"223","A","F","NL","18-24","NEW HANOVER","11/06/2018",26,91,0.285714285714286
"224","A","F","NL","18-24","NEW HANOVER","11/08/2016",41,118,0.347457627118644
"225","A","F","NL","18-24","ONSLOW","11/06/2018",8,92,0.0869565217391304
"226","A","F","NL","18-24","ONSLOW","11/08/2016",17,121,0.140495867768595
"227","A","F","NL","18-24","ORANGE","11/06/2018",361,936,0.385683760683761
"228","A","F","NL","18-24","ORANGE","11/08/2016",451,1117,0.403760071620412
"229","A","F","NL","18-24","PASQUOTANK","11/06/2018",2,10,0.2
"230","A","F","NL","18-24","PASQUOTANK","11/08/2016",1,11,0.0909090909090909
"231","A","F","NL","18-24","PENDER","11/06/2018",3,11,0.272727272727273
"232","A","F","NL","18-24","PENDER","11/08/2016",3,13,0.230769230769231
"233","A","F","NL","18-24","PERSON","11/06/2018",2,4,0.5
"234","A","F","NL","18-24","PITT","11/06/2018",44,145,0.303448275862069
"235","A","F","NL","18-24","PITT","11/08/2016",69,179,0.385474860335196
"236","A","F","NL","18-24","POLK","11/06/2018",1,4,0.25
"237","A","F","NL","18-24","POLK","11/08/2016",1,4,0.25
"238","A","F","NL","18-24","RANDOLPH","11/06/2018",8,34,0.235294117647059
"239","A","F","NL","18-24","RANDOLPH","11/08/2016",11,40,0.275
"240","A","F","NL","18-24","RICHMOND","11/08/2016",2,11,0.181818181818182
"241","A","F","NL","18-24","ROBESON","11/06/2018",1,31,0.032258064516129
"242","A","F","NL","18-24","ROBESON","11/08/2016",3,38,0.0789473684210526
"243","A","F","NL","18-24","ROCKINGHAM","11/06/2018",3,8,0.375
"244","A","F","NL","18-24","ROCKINGHAM","11/08/2016",2,11,0.181818181818182
"245","A","F","NL","18-24","ROWAN","11/06/2018",8,36,0.222222222222222
"246","A","F","NL","18-24","ROWAN","11/08/2016",16,40,0.4
"247","A","F","NL","18-24","RUTHERFORD","11/06/2018",2,7,0.285714285714286
"248","A","F","NL","18-24","RUTHERFORD","11/08/2016",1,8,0.125
"249","A","F","NL","18-24","SAMPSON","11/06/2018",2,6,0.333333333333333
"250","A","F","NL","18-24","SAMPSON","11/08/2016",1,8,0.125
"251","A","F","NL","18-24","SCOTLAND","11/06/2018",2,6,0.333333333333333
"252","A","F","NL","18-24","STANLY","11/06/2018",8,36,0.222222222222222
"253","A","F","NL","18-24","STANLY","11/08/2016",5,44,0.113636363636364
"254","A","F","NL","18-24","STOKES","11/06/2018",1,3,0.333333333333333
"255","A","F","NL","18-24","STOKES","11/08/2016",2,4,0.5
"256","A","F","NL","18-24","SWAIN","11/06/2018",2,2,1
"257","A","F","NL","18-24","TRANSYLVANIA","11/06/2018",3,10,0.3
"258","A","F","NL","18-24","TRANSYLVANIA","11/08/2016",4,10,0.4
"259","A","F","NL","18-24","UNION","11/06/2018",38,180,0.211111111111111
"260","A","F","NL","18-24","UNION","11/08/2016",41,203,0.201970443349754
"261","A","F","NL","18-24","VANCE","11/08/2016",2,5,0.4
"262","A","F","NL","18-24","WAKE","11/06/2018",623,1846,0.337486457204767
"263","A","F","NL","18-24","WAKE","11/08/2016",697,2203,0.316386745347254
"264","A","F","NL","18-24","WATAUGA","11/06/2018",48,136,0.352941176470588
"265","A","F","NL","18-24","WATAUGA","11/08/2016",58,149,0.389261744966443
"266","A","F","NL","18-24","WAYNE","11/06/2018",5,30,0.166666666666667
"267","A","F","NL","18-24","WAYNE","11/08/2016",7,40,0.175
"268","A","F","NL","18-24","WILKES","11/06/2018",2,4,0.5
"269","A","F","NL","18-24","WILKES","11/08/2016",1,5,0.2
"270","A","F","NL","18-24","WILSON","11/06/2018",1,11,0.0909090909090909
"271","A","F","NL","18-24","WILSON","11/08/2016",1,13,0.0769230769230769
"272","A","F","NL","18-24","YADKIN","11/06/2018",1,2,0.5
"273","A","F","NL","18-24","YADKIN","11/08/2016",1,2,0.5
"274","A","F","NL","18-24","YANCEY","11/06/2018",1,3,0.333333333333333
"275","A","F","NL","18-24","YANCEY","11/08/2016",2,3,0.666666666666667
"276","A","F","NL","25-44","ALAMANCE","11/06/2018",41,117,0.35042735042735
"277","A","F","NL","25-44","ALAMANCE","11/08/2016",61,111,0.54954954954955
"278","A","F","NL","25-44","ALEXANDER","11/06/2018",6,28,0.214285714285714
"279","A","F","NL","25-44","ALEXANDER","11/08/2016",9,24,0.375
"280","A","F","NL","25-44","ANSON","11/08/2016",3,10,0.3
"281","A","F","NL","25-44","ASHE","11/06/2018",2,3,0.666666666666667
"282","A","F","NL","25-44","ASHE","11/08/2016",2,3,0.666666666666667
"283","A","F","NL","25-44","BEAUFORT","11/08/2016",2,5,0.4
"284","A","F","NL","25-44","BERTIE","11/08/2016",1,1,1
"285","A","F","NL","25-44","BRUNSWICK","11/06/2018",11,37,0.297297297297297
"286","A","F","NL","25-44","BRUNSWICK","11/08/2016",22,43,0.511627906976744
"287","A","F","NL","25-44","BUNCOMBE","11/06/2018",81,194,0.417525773195876
"288","A","F","NL","25-44","BUNCOMBE","11/08/2016",94,198,0.474747474747475
"289","A","F","NL","25-44","BURKE","11/06/2018",29,167,0.173652694610778
"290","A","F","NL","25-44","BURKE","11/08/2016",54,148,0.364864864864865
"291","A","F","NL","25-44","CABARRUS","11/06/2018",163,432,0.377314814814815
"292","A","F","NL","25-44","CABARRUS","11/08/2016",211,455,0.463736263736264
"293","A","F","NL","25-44","CALDWELL","11/06/2018",8,25,0.32
"294","A","F","NL","25-44","CALDWELL","11/08/2016",15,27,0.555555555555556
"295","A","F","NL","25-44","CAMDEN","11/06/2018",1,2,0.5
"296","A","F","NL","25-44","CAMDEN","11/08/2016",2,3,0.666666666666667
"297","A","F","NL","25-44","CARTERET","11/06/2018",3,35,0.0857142857142857
"298","A","F","NL","25-44","CARTERET","11/08/2016",12,34,0.352941176470588
"299","A","F","NL","25-44","CASWELL","11/08/2016",1,2,0.5
"300","A","F","NL","25-44","CATAWBA","11/06/2018",111,413,0.268765133171913
"301","A","F","NL","25-44","CATAWBA","11/08/2016",151,380,0.397368421052632
"302","A","F","NL","25-44","CHATHAM","11/06/2018",44,91,0.483516483516484
"303","A","F","NL","25-44","CHATHAM","11/08/2016",47,94,0.5
"304","A","F","NL","25-44","CHEROKEE","11/06/2018",2,12,0.166666666666667
"305","A","F","NL","25-44","CHEROKEE","11/08/2016",3,10,0.3
"306","A","F","NL","25-44","CHOWAN","11/06/2018",1,2,0.5
"307","A","F","NL","25-44","CHOWAN","11/08/2016",1,2,0.5
"308","A","F","NL","25-44","CLEVELAND","11/06/2018",7,29,0.241379310344828
"309","A","F","NL","25-44","CLEVELAND","11/08/2016",12,27,0.444444444444444
"310","A","F","NL","25-44","COLUMBUS","11/06/2018",1,6,0.166666666666667
"311","A","F","NL","25-44","COLUMBUS","11/08/2016",3,7,0.428571428571429
"312","A","F","NL","25-44","CRAVEN","11/06/2018",45,158,0.284810126582278
"313","A","F","NL","25-44","CRAVEN","11/08/2016",74,145,0.510344827586207
"314","A","F","NL","25-44","CUMBERLAND","11/06/2018",107,489,0.21881390593047
"315","A","F","NL","25-44","CUMBERLAND","11/08/2016",173,490,0.353061224489796
"316","A","F","NL","25-44","CURRITUCK","11/08/2016",2,3,0.666666666666667
"317","A","F","NL","25-44","DARE","11/06/2018",4,11,0.363636363636364
"318","A","F","NL","25-44","DARE","11/08/2016",3,11,0.272727272727273
"319","A","F","NL","25-44","DAVIDSON","11/06/2018",26,116,0.224137931034483
"320","A","F","NL","25-44","DAVIDSON","11/08/2016",45,113,0.398230088495575
"321","A","F","NL","25-44","DAVIE","11/06/2018",8,22,0.363636363636364
"322","A","F","NL","25-44","DAVIE","11/08/2016",7,19,0.368421052631579
"323","A","F","NL","25-44","DUPLIN","11/06/2018",1,5,0.2
"324","A","F","NL","25-44","DUPLIN","11/08/2016",2,5,0.4
"325","A","F","NL","25-44","DURHAM","11/06/2018",528,1547,0.341305753070459
"326","A","F","NL","25-44","DURHAM","11/08/2016",620,1339,0.46303211351755
"327","A","F","NL","25-44","EDGECOMBE","11/06/2018",1,5,0.2
"328","A","F","NL","25-44","EDGECOMBE","11/08/2016",2,5,0.4
"329","A","F","NL","25-44","FORSYTH","11/06/2018",187,525,0.356190476190476
"330","A","F","NL","25-44","FORSYTH","11/08/2016",241,512,0.470703125
"331","A","F","NL","25-44","FRANKLIN","11/06/2018",8,30,0.266666666666667
"332","A","F","NL","25-44","FRANKLIN","11/08/2016",17,36,0.472222222222222
"333","A","F","NL","25-44","GASTON","11/06/2018",59,197,0.299492385786802
"334","A","F","NL","25-44","GASTON","11/08/2016",91,194,0.469072164948454
"335","A","F","NL","25-44","GATES","11/06/2018",1,1,1
"336","A","F","NL","25-44","GATES","11/08/2016",1,1,1
"337","A","F","NL","25-44","GRAHAM","11/06/2018",1,1,1
"338","A","F","NL","25-44","GRAHAM","11/08/2016",1,1,1
"339","A","F","NL","25-44","GRANVILLE","11/06/2018",8,24,0.333333333333333
"340","A","F","NL","25-44","GRANVILLE","11/08/2016",11,27,0.407407407407407
"341","A","F","NL","25-44","GREENE","11/08/2016",1,4,0.25
"342","A","F","NL","25-44","GUILFORD","11/06/2018",421,1240,0.339516129032258
"343","A","F","NL","25-44","GUILFORD","11/08/2016",592,1215,0.487242798353909
"344","A","F","NL","25-44","HALIFAX","11/06/2018",11,24,0.458333333333333
"345","A","F","NL","25-44","HALIFAX","11/08/2016",19,27,0.703703703703704
"346","A","F","NL","25-44","HARNETT","11/06/2018",19,119,0.159663865546218
"347","A","F","NL","25-44","HARNETT","11/08/2016",53,123,0.430894308943089
"348","A","F","NL","25-44","HAYWOOD","11/06/2018",6,16,0.375
"349","A","F","NL","25-44","HAYWOOD","11/08/2016",9,19,0.473684210526316
"350","A","F","NL","25-44","HENDERSON","11/06/2018",17,50,0.34
"351","A","F","NL","25-44","HENDERSON","11/08/2016",28,56,0.5
"352","A","F","NL","25-44","HOKE","11/06/2018",17,84,0.202380952380952
"353","A","F","NL","25-44","HOKE","11/08/2016",45,91,0.494505494505495
"354","A","F","NL","25-44","IREDELL","11/06/2018",76,232,0.327586206896552
"355","A","F","NL","25-44","IREDELL","11/08/2016",92,234,0.393162393162393
"356","A","F","NL","25-44","JACKSON","11/06/2018",12,32,0.375
"357","A","F","NL","25-44","JACKSON","11/08/2016",15,32,0.46875
"358","A","F","NL","25-44","JOHNSTON","11/06/2018",34,90,0.377777777777778
"359","A","F","NL","25-44","JOHNSTON","11/08/2016",43,95,0.452631578947368
"360","A","F","NL","25-44","LEE","11/06/2018",13,30,0.433333333333333
"361","A","F","NL","25-44","LEE","11/08/2016",17,32,0.53125
"362","A","F","NL","25-44","LENOIR","11/06/2018",1,9,0.111111111111111
"363","A","F","NL","25-44","LENOIR","11/08/2016",2,9,0.222222222222222
"364","A","F","NL","25-44","LINCOLN","11/06/2018",8,30,0.266666666666667
"365","A","F","NL","25-44","LINCOLN","11/08/2016",11,33,0.333333333333333
"366","A","F","NL","25-44","MACON","11/06/2018",8,18,0.444444444444444
"367","A","F","NL","25-44","MACON","11/08/2016",7,17,0.411764705882353
"368","A","F","NL","25-44","MADISON","11/06/2018",3,5,0.6
"369","A","F","NL","25-44","MADISON","11/08/2016",4,5,0.8
"370","A","F","NL","25-44","MARTIN","11/06/2018",1,1,1
"371","A","F","NL","25-44","MARTIN","11/08/2016",1,1,1
