state_fips,state_name,state_abbr,cohort,count,par_q1,par_q2,par_q3,par_q4,par_q5
31,Nebraska,NE,1990,25953,.12699881,.1750472,.2381613,.26540285,.19438986
31,Nebraska,NE,1991,25685,.12820713,.16986568,.22729219,.27062488,.20401013
32,Nevada,NV,1980,20977,.15526529,.22510369,.21890642,.21275683,.18796778
32,Nevada,NV,1981,22317,.15772729,.23215486,.21929471,.20997445,.18084867
32,Nevada,NV,1982,23295,.15969092,.23004937,.22034772,.21416613,.17574587
32,Nevada,NV,1983,24068,.1595895,.23375437,.22502908,.20965597,.17197108
32,Nevada,NV,1984,26768,.16258219,.22631501,.22597878,.21167065,.17345338
32,Nevada,NV,1985,28409,.15776691,.23425674,.22436552,.20838466,.17522617
32,Nevada,NV,1986,29292,.15499112,.23013109,.23047249,.21043289,.17397241
32,Nevada,NV,1987,30870,.15915129,.22986719,.22542922,.21000972,.17554259
32,Nevada,NV,1988,33792,.15500711,.22913708,.2347597,.20871805,.17237808
32,Nevada,NV,1989,35957,.16311149,.23144311,.22779988,.20546764,.17217788
32,Nevada,NV,1990,38753,.16592264,.23316905,.23092405,.20880964,.16117463
32,Nevada,NV,1991,39362,.17105331,.23545551,.23200041,.20583303,.15565774
33,New Hampshire,NH,1980,15648,.096561864,.1605317,.22060327,.25447342,.26782975
33,New Hampshire,NH,1981,15739,.099180378,.16081072,.21284707,.26132536,.26583645
33,New Hampshire,NH,1982,16416,.092836261,.16051413,.21582602,.26017299,.2706506
33,New Hampshire,NH,1983,16236,.092880018,.15656565,.21667899,.25966987,.27420548
33,New Hampshire,NH,1984,17156,.090230823,.15114246,.21601772,.26398927,.27861974
33,New Hampshire,NH,1985,18344,.091746621,.14724161,.21205844,.26569995,.28325337
33,New Hampshire,NH,1986,18060,.092967883,.14280178,.21173865,.26821706,.28427464
33,New Hampshire,NH,1987,18657,.092083402,.13967948,.20694645,.2699255,.29136518
33,New Hampshire,NH,1988,18851,.095750891,.13633229,.20343748,.27086097,.29361838
33,New Hampshire,NH,1989,19380,.09385965,.13359132,.201032,.27110422,.3004128
33,New Hampshire,NH,1990,19647,.098539218,.13065608,.19850358,.26960859,.30269253
33,New Hampshire,NH,1991,18863,.097651489,.12399936,.19063775,.27095371,.31675768
34,New Jersey,NJ,1980,94816,.15092389,.16902211,.16614285,.19179252,.32211864
34,New Jersey,NJ,1981,96162,.14808345,.17007758,.16528359,.19392276,.32263264
34,New Jersey,NJ,1982,97703,.14481643,.16693449,.16631015,.19419056,.32774839
34,New Jersey,NJ,1983,97323,.14223771,.16351736,.16620943,.19834982,.32968569
34,New Jersey,NJ,1984,106005,.14510636,.16532239,.16585067,.19623603,.32748455
34,New Jersey,NJ,1985,111048,.14238888,.16446042,.16793638,.19662668,.32858765
34,New Jersey,NJ,1986,112195,.14328624,.16084495,.16921431,.1982263,.32842818
34,New Jersey,NJ,1987,117837,.14010032,.16129908,.16929318,.19723856,.33206886
34,New Jersey,NJ,1988,122472,.13910118,.16155529,.17091253,.19816774,.33026326
34,New Jersey,NJ,1989,126888,.13897295,.16004665,.1716238,.19812748,.33122912
34,New Jersey,NJ,1990,129273,.1372367,.15676901,.17144337,.1973962,.33715472
34,New Jersey,NJ,1991,128364,.13818516,.15610296,.17010221,.19737621,.33823347
35,New Mexico,NM,1980,25967,.28786537,.22971463,.19578695,.16363077,.12300228
35,New Mexico,NM,1981,26359,.28441897,.23722447,.19974202,.1612732,.11734132
35,New Mexico,NM,1982,27273,.28676713,.23635097,.20122465,.15601511,.11964214
35,New Mexico,NM,1983,26825,.27772599,.24357875,.19452004,.15985088,.12432432
35,New Mexico,NM,1984,28147,.2831918,.24279675,.19643301,.15824066,.11933776
35,New Mexico,NM,1985,28641,.27258128,.24583639,.19559373,.16235466,.12363395
35,New Mexico,NM,1986,28088,.26698235,.24052976,.19851895,.16419823,.12977073
35,New Mexico,NM,1987,28455,.2665261,.24104726,.20021085,.16422421,.12799157
35,New Mexico,NM,1988,28996,.26351911,.23672231,.20113119,.16960961,.1290178
35,New Mexico,NM,1989,29945,.258908,.23823677,.19979963,.1712139,.1318417
35,New Mexico,NM,1990,30182,.25551653,.23517329,.20512226,.17444173,.12974621
35,New Mexico,NM,1991,30576,.24672946,.24100602,.2081044,.17395997,.13020016
36,New York,NY,1980,206890,.20940113,.20437914,.18640341,.18156508,.21825124
36,New York,NY,1981,210907,.20927234,.20484859,.18722944,.18152076,.21712887
36,New York,NY,1982,211942,.20743883,.20188542,.18839116,.18461655,.21766804
36,New York,NY,1983,210917,.20341651,.2014015,.18940626,.18576975,.22000597
36,New York,NY,1984,231649,.21757486,.19977638,.18708046,.18332045,.21224783
36,New York,NY,1985,239899,.21561991,.19902542,.18699953,.18268521,.21566993
36,New York,NY,1986,240704,.21294203,.19801083,.18759555,.18425535,.21719623
36,New York,NY,1987,247258,.21213469,.1956782,.18757735,.18559156,.21901819
36,New York,NY,1988,253994,.21189477,.19579202,.18738632,.18505555,.21987134
36,New York,NY,1989,264465,.21083319,.19334127,.18889834,.18605864,.22086854
36,New York,NY,1990,270337,.20799224,.19019964,.18902333,.18835379,.22443099
36,New York,NY,1991,265783,.20674761,.18594868,.19186328,.1867087,.22873171
37,North Carolina,NC,1980,92072,.22724606,.22759362,.19811669,.18190113,.16514249
37,North Carolina,NC,1981,94200,.22559448,.22842887,.19600849,.182293,.16767515
37,North Carolina,NC,1982,97326,.22843844,.22851036,.19560036,.18173972,.16571112
37,North Carolina,NC,1983,96221,.22842208,.22702944,.19719188,.18182102,.16553558
37,North Carolina,NC,1984,102794,.22492558,.22939081,.19686946,.18215071,.16666342
37,North Carolina,NC,1985,106732,.22772926,.23359442,.19526477,.17878425,.16462728
37,North Carolina,NC,1986,109252,.22924981,.23399115,.19513601,.17699447,.16462857
37,North Carolina,NC,1987,114358,.23046048,.23686144,.19449449,.17872821,.15945539
37,North Carolina,NC,1988,121214,.23089743,.24081376,.19366574,.17464979,.15997326
37,North Carolina,NC,1989,128737,.22621313,.24337214,.19521971,.17472056,.16047445
37,North Carolina,NC,1990,133987,.22765641,.24366543,.1955339,.17463635,.15850791
37,North Carolina,NC,1991,135124,.23006275,.24437554,.19533169,.17270063,.15752938
38,North Dakota,ND,1980,9263,.13062723,.1950772,.2655727,.2519702,.15675268
38,North Dakota,ND,1981,9533,.12923528,.19815378,.27116331,.26151264,.13993496
38,North Dakota,ND,1982,9688,.13367052,.1854872,.26331544,.2650702,.15245664
38,North Dakota,ND,1983,9200,.11815217,.17934783,.27597827,.26826087,.15826087
38,North Dakota,ND,1984,9163,.12561388,.17166866,.26934409,.27938449,.15398887
38,North Dakota,ND,1985,9482,.11980595,.17148282,.25522041,.28991774,.16357309
38,North Dakota,ND,1986,8904,.12084457,.17531447,.25415543,.2845912,.16509435
38,North Dakota,ND,1987,8666,.11977845,.1631664,.25271174,.29471499,.16962843
38,North Dakota,ND,1988,8852,.12494352,.16335292,.24627203,.2956394,.16979213
38,North Dakota,ND,1989,8617,.11245213,.15295346,.24138331,.30718347,.18602762
38,North Dakota,ND,1990,8623,.11005451,.14298968,.23205382,.31415981,.2007422
38,North Dakota,ND,1991,8356,.11847774,.14073719,.20296793,.31977022,.21804692
39,Ohio,OH,1980,151258,.15039866,.19766228,.23660237,.24134922,.17398749
39,Ohio,OH,1981,152452,.15130009,.19429067,.23667778,.23990501,.17782646
39,Ohio,OH,1982,153149,.15354981,.19497353,.23481055,.23996893,.17669721
39,Ohio,OH,1983,149154,.15540984,.19552945,.23309465,.23869289,.17727315
39,Ohio,OH,1984,156930,.15260944,.19042885,.23335245,.2429682,.18064106
39,Ohio,OH,1985,159981,.15464962,.1895225,.23464662,.24506035,.17612091
39,Ohio,OH,1986,156979,.15812306,.18913358,.23400582,.24005759,.17867996
39,Ohio,OH,1987,158865,.16212508,.18697007,.23248671,.23959337,.17882478
39,Ohio,OH,1988,161716,.16434367,.18567118,.22875907,.24074921,.18047689
39,Ohio,OH,1989,165450,.16780901,.1840677,.22912058,.24158961,.17741312
39,Ohio,OH,1990,167941,.17357881,.18030737,.22564472,.24169798,.17877112
39,Ohio,OH,1991,166705,.17561561,.1791248,.22425842,.24104255,.17995861
40,Oklahoma,OK,1980,46726,.23515816,.23395967,.22030561,.18148354,.12909301
40,Oklahoma,OK,1981,47895,.23777013,.22601524,.22313394,.18350558,.12957512
40,Oklahoma,OK,1982,49668,.23965128,.22700733,.21992028,.18412258,.12929854
40,Oklahoma,OK,1983,48315,.23837318,.22740349,.22065611,.18460105,.12896615
40,Oklahoma,OK,1984,49207,.23161338,.23232467,.21883066,.18357144,.13365984
40,Oklahoma,OK,1985,49594,.2315401,.22601524,.21899827,.1910715,.13237488
40,Oklahoma,OK,1986,48764,.2310721,.23092856,.2171479,.19217046,.12868099
40,Oklahoma,OK,1987,48114,.22897701,.22625431,.2187513,.19214782,.13386956
40,Oklahoma,OK,1988,49814,.22120288,.23071827,.22015899,.19353996,.13437989
40,Oklahoma,OK,1989,50712,.21742389,.22239313,.22387207,.19585109,.14045985
40,Oklahoma,OK,1990,52714,.21679251,.22199036,.2231096,.20174906,.13635847
40,Oklahoma,OK,1991,52907,.21188122,.22019771,.2217665,.20341353,.14274104
41,Oregon,OR,1980,43415,.16035932,.1964989,.22966717,.22441553,.18905908
41,Oregon,OR,1981,44965,.16377182,.19199377,.22728789,.2269543,.18999222
41,Oregon,OR,1982,44634,.16718197,.19296949,.22727069,.22059417,.19198368
41,Oregon,OR,1983,45051,.17082861,.19147189,.22796386,.22152671,.18820892
41,Oregon,OR,1984,47315,.16878368,.19380747,.22762337,.22462222,.18516327
41,Oregon,OR,1985,48092,.1674083,.19818266,.23045413,.22194959,.18200532
41,Oregon,OR,1986,47498,.16569118,.19733462,.2258832,.22440945,.18668154
41,Oregon,OR,1987,47573,.17085321,.19645597,.22842789,.22369832,.18056461
41,Oregon,OR,1988,49718,.17231184,.19463776,.22981617,.2246269,.17860734
41,Oregon,OR,1989,50949,.16869812,.19554849,.22632436,.22601032,.18341871
41,Oregon,OR,1990,52919,.17386951,.19410798,.22757421,.22243428,.18201402
41,Oregon,OR,1991,51894,.17344972,.19628474,.22412996,.22276178,.18337379
42,Pennsylvania,PA,1980,147475,.1536396,.18337345,.22378708,.22830988,.21088998
42,Pennsylvania,PA,1981,151256,.15386496,.18113001,.22327709,.23050325,.21122468
42,Pennsylvania,PA,1982,153832,.15236752,.18003406,.222899,.23079723,.21390218
42,Pennsylvania,PA,1983,151966,.15285656,.18028376,.22181277,.23174262,.2133043
42,Pennsylvania,PA,1984,159336,.15048702,.18149069,.22038962,.23193754,.21569513
42,Pennsylvania,PA,1985,164678,.15419182,.18134785,.21967719,.2326601,.21212305
42,Pennsylvania,PA,1986,166533,.15605316,.18105721,.21778266,.23131151,.21379547
42,Pennsylvania,PA,1987,167965,.15499063,.18175215,.21625935,.23507278,.2119251
42,Pennsylvania,PA,1988,172618,.15591075,.17932081,.21483275,.23382846,.21610725
42,Pennsylvania,PA,1989,176510,.15494306,.17840916,.21423149,.23547675,.21693955
42,Pennsylvania,PA,1990,180326,.15471424,.17536573,.21069063,.23674899,.2224804
42,Pennsylvania,PA,1991,176569,.15303932,.17166661,.20628196,.24074441,.2282677
44,Rhode Island,RI,1980,11419,.16297399,.1774236,.21306594,.22287415,.22366232
44,Rhode Island,RI,1981,11671,.15868391,.17453517,.20692314,.23031445,.22954331
44,Rhode Island,RI,1982,11911,.15750147,.17697926,.2026698,.22735287,.2354966
44,Rhode Island,RI,1983,11821,.16242281,.16479148,.20370527,.23077574,.23830472
44,Rhode Island,RI,1984,12715,.16059771,.1712151,.19622493,.23027919,.24168305
44,Rhode Island,RI,1985,13049,.16514675,.17089432,.20185454,.22729711,.23480727
44,Rhode Island,RI,1986,13139,.16005784,.17208311,.19674252,.2333511,.23776543
44,Rhode Island,RI,1987,13722,.16535491,.1656464,.19486955,.23240052,.2417286
44,Rhode Island,RI,1988,13857,.1758678,.16778524,.18900195,.2250848,.24226023
44,Rhode Island,RI,1989,14357,.18374312,.16723549,.18973324,.22281814,.23647001
44,Rhode Island,RI,1990,14598,.17947663,.16872174,.18653241,.22304425,.24222496
44,Rhode Island,RI,1991,14334,.17434072,.17064323,.18487512,.2223385,.24780242
45,South Carolina,SC,1980,51777,.2727659,.23550998,.18546845,.17082874,.13542692
45,South Carolina,SC,1981,52943,.27061179,.2359141,.18584138,.17167521,.13595754
45,South Carolina,SC,1982,53210,.27545574,.23623379,.18654388,.16976133,.13200526
45,South Carolina,SC,1983,52528,.27330187,.23954843,.18485379,.16884328,.13345264
45,South Carolina,SC,1984,54166,.25922164,.24264298,.19030388,.17210057,.13573091
45,South Carolina,SC,1985,55913,.26192477,.24158961,.18628941,.17292938,.13726683
45,South Carolina,SC,1986,56131,.25926849,.24704708,.18861236,.17061873,.13445333
45,South Carolina,SC,1987,57455,.26044729,.24633192,.18920894,.16835785,.13565399
45,South Carolina,SC,1988,61156,.25495455,.24957485,.19031657,.16842175,.1367323
45,South Carolina,SC,1989,64051,.25239262,.25411001,.19061373,.16771011,.13517353
45,South Carolina,SC,1990,65913,.2466433,.25148302,.19557598,.17134708,.13495062
45,South Carolina,SC,1991,65396,.24769099,.25695762,.19154076,.17251819,.13129243
46,South Dakota,SD,1980,11251,.16007467,.23677896,.26486534,.21144786,.12683317
46,South Dakota,SD,1981,11312,.14232673,.21923621,.27713934,.22975601,.13154173
46,South Dakota,SD,1982,11475,.14858387,.21969499,.27503267,.22344227,.13324618
46,South Dakota,SD,1983,11029,.15214434,.2104452,.26675129,.23166198,.13899718
46,South Dakota,SD,1984,11377,.14828162,.20954557,.27423748,.23872726,.12920806
46,South Dakota,SD,1985,11274,.15229732,.20596062,.2629945,.24037609,.13837147
46,South Dakota,SD,1986,11047,.14709876,.20403729,.25952747,.24812166,.1412148
46,South Dakota,SD,1987,10920,.14542125,.19505495,.2643773,.25393772,.1412088
46,South Dakota,SD,1988,10919,.15413499,.18472387,.25542632,.25689167,.14882316
46,South Dakota,SD,1989,11019,.14320719,.17878211,.25410655,.26962519,.15427898
46,South Dakota,SD,1990,10996,.14841761,.18242997,.23672244,.26646054,.16596945
46,South Dakota,SD,1991,10979,.14518626,.16786593,.23608707,.2825394,.16832134
47,Tennessee,TN,1980,72027,.2333014,.22717869,.20603386,.18170963,.15177642
47,Tennessee,TN,1981,72452,.22948986,.22797163,.20481147,.18196875,.15575829
47,Tennessee,TN,1982,73380,.23176615,.22949032,.20524666,.17995366,.1535432
47,Tennessee,TN,1983,72440,.23482883,.23144671,.2027747,.18060464,.15034512
47,Tennessee,TN,1984,74787,.2303074,.22909062,.20721516,.18061963,.1527672
47,Tennessee,TN,1985,77499,.2290094,.2339256,.20512523,.18210557,.14983419
47,Tennessee,TN,1986,76551,.22914135,.22921973,.20816188,.18129091,.15218613
47,Tennessee,TN,1987,78864,.2280001,.23209576,.2065074,.18119802,.15219872
47,Tennessee,TN,1988,82791,.22509693,.23356403,.20862171,.18348613,.1492312
47,Tennessee,TN,1989,86035,.22724472,.23205672,.21062358,.18311152,.14696345
47,Tennessee,TN,1990,89332,.22983925,.23020867,.21033897,.18418932,.14542381
47,Tennessee,TN,1991,89548,.23353955,.22985438,.20749766,.1853531,.1437553
48,Texas,TX,1980,286327,.27339372,.22348922,.1764975,.1575646,.16905496
48,Texas,TX,1981,293643,.27086973,.2272249,.17777368,.1565813,.1675504
48,Texas,TX,1982,302496,.26884985,.22785094,.17861393,.15674917,.1679361
48,Texas,TX,1983,299717,.26373544,.22923291,.18180817,.15751526,.1677082
48,Texas,TX,1984,317747,.25929433,.23144515,.18185222,.15671903,.17068925
48,Texas,TX,1985,327260,.25586078,.23323351,.18360631,.15775225,.16954716
48,Texas,TX,1986,328287,.25327533,.23481892,.18502103,.15718868,.16969603
48,Texas,TX,1987,335227,.25094935,.23621903,.18622306,.15811077,.16849777
48,Texas,TX,1988,348509,.24658474,.23670264,.18897073,.15843207,.16930982
48,Texas,TX,1989,359518,.23770994,.23656674,.19228244,.16167758,.1717633
48,Texas,TX,1990,377650,.23113465,.23859659,.19647293,.16328876,.17050709
48,Texas,TX,1991,384014,.22672611,.23917097,.19996667,.16388205,.17025422
49,Utah,UT,1980,38079,.094093859,.14645869,.23338322,.29299614,.23306809
49,Utah,UT,1981,37819,.095824853,.15050636,.23107433,.28816202,.23443243
49,Utah,UT,1982,38017,.10240155,.14809164,.23342189,.28716099,.2289239
49,Utah,UT,1983,36167,.10573175,.14941798,.23388724,.28871623,.2222468
49,Utah,UT,1984,38511,.11152658,.15117759,.22931111,.28493157,.22305316
49,Utah,UT,1985,38285,.11440512,.1524618,.23259762,.2847068,.21582866
49,Utah,UT,1986,38046,.11601745,.15615308,.22922252,.28029227,.21831468
49,Utah,UT,1987,38031,.12108543,.16071101,.22760379,.27680051,.21379927
49,Utah,UT,1988,40372,.11451006,.15312593,.22423957,.2813336,.22679085
49,Utah,UT,1989,41414,.11988699,.15803835,.21956344,.28031585,.22219539
49,Utah,UT,1990,43581,.1242055,.15926665,.21536908,.27973199,.22142677
49,Utah,UT,1991,43850,.12563284,.16474344,.21603192,.27393386,.21965793
50,Vermont,VT,1980,7920,.1544192,.20479798,.24532828,.22676767,.16868687
50,Vermont,VT,1981,8096,.14982708,.19836956,.24987648,.22393775,.17798913
50,Vermont,VT,1982,8250,.14872727,.19563636,.24933334,.23696969,.16933334
50,Vermont,VT,1983,8205,.14259598,.19329678,.24082877,.24363193,.17964655
50,Vermont,VT,1984,8770,.13340935,.18722919,.24332954,.24925883,.18677309
50,Vermont,VT,1985,8594,.12648359,.18955085,.23993483,.24901094,.19501978
50,Vermont,VT,1986,8608,.12592937,.17611524,.23873141,.26696098,.19226301
50,Vermont,VT,1987,8766,.13244353,.17316906,.23796487,.25576091,.20066164
50,Vermont,VT,1988,8760,.12534246,.18082191,.22990867,.26050228,.20342466
50,Vermont,VT,1989,8982,.12591851,.17390336,.23057225,.26196837,.2076375
50,Vermont,VT,1990,8841,.12928402,.17305735,.21943219,.26478904,.21343739
50,Vermont,VT,1991,8528,.12476548,.16287524,.22760318,.26958254,.21517354
51,Virginia,VA,1980,83040,.17662573,.18474229,.1936657,.19623074,.24873555
51,Virginia,VA,1981,85318,.17140579,.18398228,.19546872,.19988748,.24925573
51,Virginia,VA,1982,87057,.16986573,.18265045,.19534329,.2013853,.25075525
51,Virginia,VA,1983,86649,.16381031,.18120232,.19532828,.2046648,.25499427
51,Virginia,VA,1984,93083,.15988956,.1801403,.19566408,.20473126,.2595748
51,Virginia,VA,1985,96815,.15916955,.18036461,.19134432,.20656922,.26255229
51,Virginia,VA,1986,97153,.15523967,.18009737,.19376653,.20724012,.26365629
51,Virginia,VA,1987,100273,.15309206,.17604938,.19394054,.20705473,.26986328
51,Virginia,VA,1988,103238,.15282163,.17347294,.19133459,.2099905,.27238032
51,Virginia,VA,1989,107290,.1508435,.17746295,.19048373,.20995434,.27125546
51,Virginia,VA,1990,110336,.1471324,.17288102,.1890045,.21172599,.27925608
51,Virginia,VA,1991,109251,.15021373,.17090003,.1873301,.2102498,.28130636
53,Washington,WA,1980,74052,.13302815,.16911089,.21407929,.2520256,.23175606
53,Washington,WA,1981,76701,.13557841,.16617775,.21223974,.25094849,.23505561
53,Washington,WA,1982,78056,.13742697,.1662268,.21425644,.24869324,.23339653
53,Washington,WA,1983,77954,.13931292,.16543089,.21202247,.24958308,.23365061
53,Washington,WA,1984,83776,.13759311,.16821046,.21310399,.2487586,.23233384
53,Washington,WA,1985,85345,.13909426,.1675435,.21625169,.2469389,.23017165
53,Washington,WA,1986,84538,.1415813,.16548771,.21442428,.24850363,.23000307
53,Washington,WA,1987,85679,.14051284,.16827928,.21258418,.24807712,.23054658
53,Washington,WA,1988,88193,.13900197,.17011555,.2111959,.24833037,.23135623
53,Washington,WA,1989,91338,.13851847,.16701701,.21086514,.24752019,.23607917
53,Washington,WA,1990,94890,.1357045,.16528612,.21093898,.24650648,.24156392
53,Washington,WA,1991,94698,.1404676,.1641323,.20785022,.24406007,.24348983
54,West Virginia,WV,1980,23470,.22258201,.2168726,.23817639,.20183213,.12053686
54,West Virginia,WV,1981,22850,.2263895,.21562363,.23781182,.20008753,.12008753
54,West Virginia,WV,1982,22799,.23382604,.21816747,.22996622,.20281592,.11522435
54,West Virginia,WV,1983,21527,.24062805,.21405676,.23881637,.19738004,.10911878
54,West Virginia,WV,1984,21753,.24005884,.21192479,.23472625,.19730611,.115984
54,West Virginia,WV,1985,22234,.23895836,.21197265,.23230188,.20041378,.11635333
54,West Virginia,WV,1986,21745,.23918141,.20680617,.23223729,.20321913,.11855599
54,West Virginia,WV,1987,21545,.23420747,.20677651,.22970527,.20979345,.11951729
54,West Virginia,WV,1988,22015,.23252328,.20649557,.23629344,.2084942,.1161935
54,West Virginia,WV,1989,22615,.22847667,.20132655,.23612647,.21804112,.11602918
54,West Virginia,WV,1990,23511,.23431586,.19977883,.2263196,.21921654,.12036919
54,West Virginia,WV,1991,23473,.23409875,.19222085,.22289439,.22451328,.12627274
55,Wisconsin,WI,1980,73157,.11427478,.15977965,.22849488,.28158617,.21586451
55,Wisconsin,WI,1981,73972,.11379982,.1591413,.22761315,.28426972,.21517602
55,Wisconsin,WI,1982,74854,.11159056,.16039222,.2245705,.28411308,.21933363
55,Wisconsin,WI,1983,73660,.11470269,.16079283,.22632365,.28495792,.21322292
55,Wisconsin,WI,1984,78141,.11147797,.15822679,.22241844,.2924841,.21539269
55,Wisconsin,WI,1985,79396,.11272608,.15614137,.22629604,.28851581,.21632072
55,Wisconsin,WI,1986,78435,.11633837,.15725122,.22280869,.28966659,.21393511
55,Wisconsin,WI,1987,77766,.12194275,.15695806,.21585269,.28947097,.21577553
55,Wisconsin,WI,1988,78515,.1248806,.15757498,.21263453,.2899828,.21492708
55,Wisconsin,WI,1989,80440,.12909001,.15733466,.21057932,.28536797,.21762805
55,Wisconsin,WI,1990,81855,.13208723,.16018569,.20867388,.28289047,.21616273
55,Wisconsin,WI,1991,80788,.1355028,.15761004,.20625588,.28483191,.21579938
56,Wyoming,WY,1980,7971,.14665663,.17776941,.23635679,.27399322,.16522394
56,Wyoming,WY,1981,8022,.14759411,.17701322,.24382947,.27287459,.1586886
56,Wyoming,WY,1982,8034,.1377894,.17898929,.24296738,.27333832,.16691561
56,Wyoming,WY,1983,7686,.13791309,.17590424,.24876399,.27465522,.16276346
56,Wyoming,WY,1984,8103,.13390103,.16808589,.2506479,.28100702,.16635814
56,Wyoming,WY,1985,7799,.13335043,.16617516,.23323503,.2955507,.17168868
56,Wyoming,WY,1986,7454,.12838744,.16367051,.22846794,.2940703,.18540381
56,Wyoming,WY,1987,7221,.12934497,.15704197,.23597839,.28541753,.19221714
56,Wyoming,WY,1988,7463,.12019295,.15677342,.21988477,.29626155,.2068873
56,Wyoming,WY,1989,7515,.11829674,.14757152,.21756487,.29301396,.2235529
56,Wyoming,WY,1990,7722,.11603212,.14542864,.21613571,.29603729,.22636622
56,Wyoming,WY,1991,7600,.10973684,.14539474,.21447368,.29578948,.23460527
