"","race_code","sex_code","ethnic_code","age_group","county_desc","election_lbl","voted_party_cd","n","party_cd","n_registered","gender_code"
"1","A","F","HL","18-24","CURRITUCK","11/08/2016","REP",1,"REP",2,"F"
"2","A","F","HL","25-44","CABARRUS","11/08/2016","DEM",1,"DEM",2,"F"
"3","A","F","HL","25-44","CALDWELL","11/08/2016","DEM",1,"DEM",2,"F"
"4","A","F","HL","25-44","CATAWBA","11/08/2016","DEM",1,"DEM",4,"F"
"5","A","F","HL","25-44","CHATHAM","11/08/2016","DEM",1,"DEM",4,"F"
"6","A","F","HL","25-44","CRAVEN","11/08/2016","UNA",1,"UNA",4,"F"
"7","A","F","HL","25-44","CUMBERLAND","11/08/2016","REP",2,"REP",12,"F"
"8","A","F","HL","25-44","CUMBERLAND","11/08/2016","UNA",3,"UNA",22,"F"
"9","A","F","HL","25-44","CURRITUCK","11/08/2016","REP",1,"REP",2,"F"
"10","A","F","HL","45-64","ALAMANCE","11/08/2016","UNA",1,"UNA",2,"F"
"11","A","F","HL","45-64","BRUNSWICK","11/08/2016","REP",1,"REP",2,"F"
"12","A","F","HL","45-64","BUNCOMBE","11/08/2016","REP",1,"REP",2,"F"
"13","A","F","HL","45-64","BUNCOMBE","11/08/2016","UNA",1,"UNA",2,"F"
"14","A","F","HL","45-64","CABARRUS","11/08/2016","DEM",3,"DEM",8,"F"
"15","A","F","HL","45-64","CATAWBA","11/08/2016","UNA",1,"UNA",2,"F"
"16","A","F","HL","45-64","CLEVELAND","11/08/2016","UNA",1,"UNA",2,"F"
"17","A","F","HL","45-64","CRAVEN","11/08/2016","UNA",1,"UNA",2,"F"
"18","A","F","HL","45-64","CUMBERLAND","11/08/2016","DEM",1,"DEM",4,"F"
"19","A","F","HL","45-64","CUMBERLAND","11/08/2016","REP",2,"REP",4,"F"
"20","A","F","HL","45-64","CUMBERLAND","11/08/2016","UNA",3,"UNA",6,"F"
"21","A","F","HL","45-64","DAVIDSON","11/08/2016","DEM",1,"DEM",2,"F"
"22","A","F","HL","65+","ALAMANCE","11/08/2016","UNA",1,"UNA",2,"F"
"23","A","F","HL","65+","CUMBERLAND","11/08/2016","REP",1,"REP",2,"F"
"24","A","F","HL","65+","CUMBERLAND","11/08/2016","UNA",2,"UNA",4,"F"
"25","A","F","NL","18-24","ALAMANCE","11/08/2016","DEM",11,"DEM",44,"F"
"26","A","F","NL","18-24","ALAMANCE","11/08/2016","REP",3,"REP",12,"F"
"27","A","F","NL","18-24","ALAMANCE","11/08/2016","UNA",10,"UNA",50,"F"
"28","A","F","NL","18-24","ALEXANDER","11/08/2016","UNA",2,"UNA",22,"F"
"29","A","F","NL","18-24","BRUNSWICK","11/08/2016","REP",1,"REP",2,"F"
"30","A","F","NL","18-24","BRUNSWICK","11/08/2016","UNA",1,"UNA",20,"F"
"31","A","F","NL","18-24","BUNCOMBE","11/08/2016","DEM",19,"DEM",70,"F"
"32","A","F","NL","18-24","BUNCOMBE","11/08/2016","REP",3,"REP",14,"F"
"33","A","F","NL","18-24","BUNCOMBE","11/08/2016","UNA",11,"UNA",76,"F"
"34","A","F","NL","18-24","BURKE","11/08/2016","DEM",10,"DEM",68,"F"
"35","A","F","NL","18-24","BURKE","11/08/2016","REP",4,"REP",28,"F"
"36","A","F","NL","18-24","BURKE","11/08/2016","UNA",10,"UNA",116,"F"
"37","A","F","NL","18-24","CABARRUS","11/08/2016","DEM",14,"DEM",50,"F"
"38","A","F","NL","18-24","CABARRUS","11/08/2016","LIB",1,"LIB",4,"F"
"39","A","F","NL","18-24","CABARRUS","11/08/2016","REP",6,"REP",24,"F"
"40","A","F","NL","18-24","CABARRUS","11/08/2016","UNA",22,"UNA",96,"F"
"41","A","F","NL","18-24","CALDWELL","11/08/2016","DEM",2,"DEM",12,"F"
"42","A","F","NL","18-24","CAMDEN","11/08/2016","UNA",1,"UNA",4,"F"
"43","A","F","NL","18-24","CARTERET","11/08/2016","DEM",4,"DEM",22,"F"
"44","A","F","NL","18-24","CARTERET","11/08/2016","REP",4,"REP",12,"F"
"45","A","F","NL","18-24","CARTERET","11/08/2016","UNA",3,"UNA",18,"F"
"46","A","F","NL","18-24","CATAWBA","11/08/2016","DEM",22,"DEM",108,"F"
"47","A","F","NL","18-24","CATAWBA","11/08/2016","REP",5,"REP",24,"F"
"48","A","F","NL","18-24","CATAWBA","11/08/2016","UNA",22,"UNA",216,"F"
"49","A","F","NL","18-24","CHATHAM","11/08/2016","DEM",8,"DEM",24,"F"
"50","A","F","NL","18-24","CHATHAM","11/08/2016","UNA",5,"UNA",20,"F"
"51","A","F","NL","18-24","CHEROKEE","11/08/2016","DEM",2,"DEM",6,"F"
"52","A","F","NL","18-24","CHEROKEE","11/08/2016","REP",1,"REP",4,"F"
"53","A","F","NL","18-24","CHEROKEE","11/08/2016","UNA",1,"UNA",8,"F"
"54","A","F","NL","18-24","CHOWAN","11/08/2016","UNA",1,"UNA",2,"F"
"55","A","F","NL","18-24","CLEVELAND","11/08/2016","UNA",1,"UNA",12,"F"
"56","A","F","NL","18-24","COLUMBUS","11/08/2016","UNA",1,"UNA",6,"F"
"57","A","F","NL","18-24","CRAVEN","11/08/2016","DEM",3,"DEM",22,"F"
"58","A","F","NL","18-24","CRAVEN","11/08/2016","REP",2,"REP",30,"F"
"59","A","F","NL","18-24","CRAVEN","11/08/2016","UNA",6,"UNA",54,"F"
"60","A","F","NL","18-24","CUMBERLAND","11/08/2016","DEM",8,"DEM",62,"F"
"61","A","F","NL","18-24","CUMBERLAND","11/08/2016","REP",3,"REP",32,"F"
"62","A","F","NL","18-24","CUMBERLAND","11/08/2016","UNA",14,"UNA",128,"F"
"63","A","F","NL","18-24","CURRITUCK","11/08/2016","REP",1,"REP",4,"F"
"64","A","F","NL","18-24","DAVIDSON","11/08/2016","DEM",3,"DEM",34,"F"
"65","A","F","NL","18-24","DAVIDSON","11/08/2016","LIB",1,"LIB",2,"F"
"66","A","F","NL","18-24","DAVIDSON","11/08/2016","REP",1,"REP",4,"F"
"67","A","F","NL","18-24","DAVIDSON","11/08/2016","UNA",4,"UNA",48,"F"
"68","A","F","NL","18-24","DAVIE","11/08/2016","DEM",2,"DEM",4,"F"
"69","A","F","NL","18-24","DAVIE","11/08/2016","UNA",1,"UNA",4,"F"
"70","A","F","NL","18-24","YANCEY","11/08/2016","DEM",1,"DEM",2,"F"
"71","A","F","NL","25-44","ALAMANCE","11/08/2016","DEM",23,"DEM",90,"F"
"72","A","F","NL","25-44","ALAMANCE","11/08/2016","REP",11,"REP",44,"F"
"73","A","F","NL","25-44","ALAMANCE","11/08/2016","UNA",22,"UNA",100,"F"
"74","A","F","NL","25-44","ALEXANDER","11/08/2016","DEM",1,"DEM",26,"F"
"75","A","F","NL","25-44","ALEXANDER","11/08/2016","REP",1,"REP",8,"F"
"76","A","F","NL","25-44","ALEXANDER","11/08/2016","UNA",6,"UNA",44,"F"
"77","A","F","NL","25-44","BRUNSWICK","11/08/2016","DEM",5,"DEM",24,"F"
"78","A","F","NL","25-44","BRUNSWICK","11/08/2016","REP",6,"REP",24,"F"
"79","A","F","NL","25-44","BRUNSWICK","11/08/2016","UNA",9,"UNA",46,"F"
"80","A","F","NL","25-44","BUNCOMBE","11/08/2016","DEM",41,"DEM",182,"F"
"81","A","F","NL","25-44","BUNCOMBE","11/08/2016","REP",6,"REP",52,"F"
"82","A","F","NL","25-44","BUNCOMBE","11/08/2016","UNA",46,"UNA",226,"F"
"83","A","F","NL","25-44","BURKE","11/08/2016","DEM",23,"DEM",234,"F"
"84","A","F","NL","25-44","BURKE","11/08/2016","REP",6,"REP",84,"F"
"85","A","F","NL","25-44","BURKE","11/08/2016","UNA",26,"UNA",282,"F"
"86","A","F","NL","25-44","CABARRUS","11/08/2016","DEM",57,"DEM",206,"F"
"87","A","F","NL","25-44","CABARRUS","11/08/2016","REP",22,"REP",100,"F"
"88","A","F","NL","25-44","CABARRUS","11/08/2016","UNA",113,"UNA",384,"F"
"89","A","F","NL","25-44","CALDWELL","11/08/2016","DEM",6,"DEM",30,"F"
"90","A","F","NL","25-44","CALDWELL","11/08/2016","REP",2,"REP",22,"F"
"91","A","F","NL","25-44","CALDWELL","11/08/2016","UNA",5,"UNA",32,"F"
"92","A","F","NL","25-44","CAMDEN","11/08/2016","DEM",1,"DEM",6,"F"
"93","A","F","NL","25-44","CAMDEN","11/08/2016","REP",1,"REP",2,"F"
"94","A","F","NL","25-44","CARTERET","11/08/2016","DEM",1,"DEM",28,"F"
"95","A","F","NL","25-44","CARTERET","11/08/2016","REP",2,"REP",18,"F"
"96","A","F","NL","25-44","CARTERET","11/08/2016","UNA",8,"UNA",50,"F"
"97","A","F","NL","25-44","CASWELL","11/08/2016","DEM",1,"DEM",4,"F"
"98","A","F","NL","25-44","CATAWBA","11/08/2016","DEM",46,"DEM",316,"F"
"99","A","F","NL","25-44","CATAWBA","11/08/2016","REP",22,"REP",144,"F"
"100","A","F","NL","25-44","CATAWBA","11/08/2016","UNA",66,"UNA",508,"F"
"101","A","F","NL","25-44","CHATHAM","11/08/2016","DEM",13,"DEM",66,"F"
"102","A","F","NL","25-44","CHATHAM","11/08/2016","REP",3,"REP",16,"F"
"103","A","F","NL","25-44","CHATHAM","11/08/2016","UNA",28,"UNA",90,"F"
"104","A","F","NL","25-44","CHEROKEE","11/08/2016","DEM",1,"DEM",8,"F"
"105","A","F","NL","25-44","CHEROKEE","11/08/2016","REP",1,"REP",6,"F"
"106","A","F","NL","25-44","CHEROKEE","11/08/2016","UNA",1,"UNA",6,"F"
"107","A","F","NL","25-44","CHOWAN","11/08/2016","UNA",1,"UNA",4,"F"
"108","A","F","NL","25-44","CLEVELAND","11/08/2016","DEM",3,"DEM",18,"F"
"109","A","F","NL","25-44","CLEVELAND","11/08/2016","REP",1,"REP",8,"F"
"110","A","F","NL","25-44","CLEVELAND","11/08/2016","UNA",8,"UNA",44,"F"
"111","A","F","NL","25-44","COLUMBUS","11/08/2016","DEM",2,"DEM",10,"F"
"112","A","F","NL","25-44","COLUMBUS","11/08/2016","UNA",1,"UNA",8,"F"
"113","A","F","NL","25-44","CRAVEN","11/08/2016","DEM",23,"DEM",72,"F"
"114","A","F","NL","25-44","CRAVEN","11/08/2016","REP",15,"REP",84,"F"
"115","A","F","NL","25-44","CRAVEN","11/08/2016","UNA",29,"UNA",136,"F"
"116","A","F","NL","25-44","CUMBERLAND","11/08/2016","DEM",54,"DEM",364,"F"
"117","A","F","NL","25-44","CUMBERLAND","11/08/2016","REP",36,"REP",276,"F"
"118","A","F","NL","25-44","CUMBERLAND","11/08/2016","UNA",78,"UNA",632,"F"
"119","A","F","NL","25-44","CURRITUCK","11/08/2016","REP",1,"REP",4,"F"
"120","A","F","NL","25-44","CURRITUCK","11/08/2016","UNA",2,"UNA",4,"F"
"121","A","F","NL","25-44","DARE","11/08/2016","REP",1,"REP",2,"F"
"122","A","F","NL","25-44","DARE","11/08/2016","UNA",2,"UNA",22,"F"
"123","A","F","NL","25-44","DAVIDSON","11/08/2016","DEM",18,"DEM",104,"F"
"124","A","F","NL","25-44","DAVIDSON","11/08/2016","LIB",1,"LIB",4,"F"
"125","A","F","NL","25-44","DAVIDSON","11/08/2016","REP",5,"REP",38,"F"
"126","A","F","NL","25-44","DAVIDSON","11/08/2016","UNA",18,"UNA",110,"F"
"127","A","F","NL","25-44","DAVIE","11/08/2016","DEM",1,"DEM",8,"F"
"128","A","F","NL","25-44","DAVIE","11/08/2016","REP",1,"REP",6,"F"
"129","A","F","NL","25-44","DAVIE","11/08/2016","UNA",2,"UNA",10,"F"
"130","A","F","NL","25-44","YANCEY","11/08/2016","REP",1,"REP",6,"F"
"131","A","F","NL","45-64","ALAMANCE","11/08/2016","DEM",15,"DEM",60,"F"
"132","A","F","NL","45-64","ALAMANCE","11/08/2016","REP",9,"REP",32,"F"
"133","A","F","NL","45-64","ALAMANCE","11/08/2016","UNA",12,"UNA",40,"F"
"134","A","F","NL","45-64","ALEXANDER","11/08/2016","DEM",3,"DEM",8,"F"
"135","A","F","NL","45-64","ALEXANDER","11/08/2016","REP",1,"REP",6,"F"
"136","A","F","NL","45-64","ALEXANDER","11/08/2016","UNA",4,"UNA",16,"F"
"137","A","F","NL","45-64","BRUNSWICK","11/08/2016","DEM",9,"DEM",28,"F"
"138","A","F","NL","45-64","BRUNSWICK","11/08/2016","REP",10,"REP",32,"F"
"139","A","F","NL","45-64","BRUNSWICK","11/08/2016","UNA",8,"UNA",32,"F"
"140","A","F","NL","45-64","BUNCOMBE","11/08/2016","DEM",37,"DEM",116,"F"
"141","A","F","NL","45-64","BUNCOMBE","11/08/2016","REP",12,"REP",58,"F"
"142","A","F","NL","45-64","BUNCOMBE","11/08/2016","UNA",26,"UNA",106,"F"
"143","A","F","NL","45-64","BURKE","11/08/2016","DEM",10,"DEM",48,"F"
"144","A","F","NL","45-64","BURKE","11/08/2016","REP",5,"REP",24,"F"
"145","A","F","NL","45-64","BURKE","11/08/2016","UNA",14,"UNA",44,"F"
"146","A","F","NL","45-64","CABARRUS","11/08/2016","DEM",34,"DEM",104,"F"
"147","A","F","NL","45-64","CABARRUS","11/08/2016","LIB",1,"LIB",2,"F"
"148","A","F","NL","45-64","CABARRUS","11/08/2016","REP",17,"REP",64,"F"
"149","A","F","NL","45-64","CABARRUS","11/08/2016","UNA",44,"UNA",160,"F"
"150","A","F","NL","45-64","CALDWELL","11/08/2016","DEM",3,"DEM",14,"F"
"151","A","F","NL","45-64","CALDWELL","11/08/2016","REP",2,"REP",8,"F"
"152","A","F","NL","45-64","CALDWELL","11/08/2016","UNA",4,"UNA",12,"F"
"153","A","F","NL","45-64","CAMDEN","11/08/2016","DEM",2,"DEM",4,"F"
"154","A","F","NL","45-64","CARTERET","11/08/2016","DEM",1,"DEM",12,"F"
"155","A","F","NL","45-64","CARTERET","11/08/2016","REP",10,"REP",28,"F"
"156","A","F","NL","45-64","CARTERET","11/08/2016","UNA",5,"UNA",32,"F"
"157","A","F","NL","45-64","CASWELL","11/08/2016","DEM",1,"DEM",2,"F"
"158","A","F","NL","45-64","CATAWBA","11/08/2016","DEM",15,"DEM",98,"F"
"159","A","F","NL","45-64","CATAWBA","11/08/2016","REP",4,"REP",42,"F"
"160","A","F","NL","45-64","CATAWBA","11/08/2016","UNA",21,"UNA",124,"F"
"161","A","F","NL","45-64","CHATHAM","11/08/2016","DEM",14,"DEM",50,"F"
"162","A","F","NL","45-64","CHATHAM","11/08/2016","REP",3,"REP",24,"F"
"163","A","F","NL","45-64","CHATHAM","11/08/2016","UNA",22,"UNA",66,"F"
"164","A","F","NL","45-64","CHEROKEE","11/08/2016","DEM",3,"DEM",14,"F"
"165","A","F","NL","45-64","CHEROKEE","11/08/2016","REP",3,"REP",6,"F"
"166","A","F","NL","45-64","CHEROKEE","11/08/2016","UNA",4,"UNA",12,"F"
"167","A","F","NL","45-64","CHOWAN","11/08/2016","REP",2,"REP",6,"F"
"168","A","F","NL","45-64","CLAY","11/08/2016","UNA",2,"UNA",6,"F"
"169","A","F","NL","45-64","CLEVELAND","11/08/2016","DEM",4,"DEM",20,"F"
"170","A","F","NL","45-64","CLEVELAND","11/08/2016","REP",6,"REP",26,"F"
"171","A","F","NL","45-64","CLEVELAND","11/08/2016","UNA",9,"UNA",32,"F"
"172","A","F","NL","45-64","COLUMBUS","11/08/2016","DEM",3,"DEM",12,"F"
"173","A","F","NL","45-64","COLUMBUS","11/08/2016","UNA",2,"UNA",6,"F"
"174","A","F","NL","45-64","CRAVEN","11/08/2016","DEM",20,"DEM",52,"F"
"175","A","F","NL","45-64","CRAVEN","11/08/2016","REP",27,"REP",92,"F"
"176","A","F","NL","45-64","CRAVEN","11/08/2016","UNA",16,"UNA",56,"F"
"177","A","F","NL","45-64","CUMBERLAND","11/08/2016","DEM",47,"DEM",200,"F"
"178","A","F","NL","45-64","CUMBERLAND","11/08/2016","LIB",1,"LIB",2,"F"
"179","A","F","NL","45-64","CUMBERLAND","11/08/2016","REP",76,"REP",326,"F"
"180","A","F","NL","45-64","CUMBERLAND","11/08/2016","UNA",86,"UNA",352,"F"
"181","A","F","NL","45-64","CURRITUCK","11/08/2016","REP",1,"REP",2,"F"
"182","A","F","NL","45-64","CURRITUCK","11/08/2016","UNA",1,"UNA",6,"F"
"183","A","F","NL","45-64","DARE","11/08/2016","DEM",3,"DEM",8,"F"
"184","A","F","NL","45-64","DARE","11/08/2016","REP",1,"REP",2,"F"
"185","A","F","NL","45-64","DARE","11/08/2016","UNA",1,"UNA",6,"F"
"186","A","F","NL","45-64","DAVIDSON","11/08/2016","DEM",5,"DEM",28,"F"
"187","A","F","NL","45-64","DAVIDSON","11/08/2016","REP",8,"REP",24,"F"
"188","A","F","NL","45-64","DAVIDSON","11/08/2016","UNA",9,"UNA",52,"F"
"189","A","F","NL","45-64","YANCEY","11/08/2016","DEM",1,"DEM",4,"F"
"190","A","F","NL","45-64","YANCEY","11/08/2016","UNA",3,"UNA",10,"F"
"191","A","F","NL","65+","ALAMANCE","11/08/2016","DEM",4,"DEM",22,"F"
"192","A","F","NL","65+","ALAMANCE","11/08/2016","REP",1,"REP",6,"F"
"193","A","F","NL","65+","ALAMANCE","11/08/2016","UNA",2,"UNA",10,"F"
"194","A","F","NL","65+","ALEXANDER","11/08/2016","UNA",2,"UNA",6,"F"
"195","A","F","NL","65+","ALLEGHANY","11/08/2016","UNA",1,"UNA",2,"F"
"196","A","F","NL","65+","BRUNSWICK","11/08/2016","DEM",3,"DEM",14,"F"
"197","A","F","NL","65+","BRUNSWICK","11/08/2016","REP",2,"REP",12,"F"
"198","A","F","NL","65+","BRUNSWICK","11/08/2016","UNA",5,"UNA",18,"F"
"199","A","F","NL","65+","BUNCOMBE","11/08/2016","DEM",16,"DEM",56,"F"
"200","A","F","NL","65+","BUNCOMBE","11/08/2016","REP",7,"REP",28,"F"
"201","A","F","NL","65+","BUNCOMBE","11/08/2016","UNA",13,"UNA",46,"F"
"202","A","F","NL","65+","BURKE","11/08/2016","DEM",1,"DEM",10,"F"
"203","A","F","NL","65+","BURKE","11/08/2016","REP",1,"REP",4,"F"
"204","A","F","NL","65+","CABARRUS","11/08/2016","DEM",8,"DEM",30,"F"
"205","A","F","NL","65+","CABARRUS","11/08/2016","REP",2,"REP",12,"F"
"206","A","F","NL","65+","CABARRUS","11/08/2016","UNA",10,"UNA",42,"F"
"207","A","F","NL","65+","CALDWELL","11/08/2016","REP",1,"REP",4,"F"
"208","A","F","NL","65+","CAMDEN","11/08/2016","REP",1,"REP",2,"F"
"209","A","F","NL","65+","CARTERET","11/08/2016","DEM",1,"DEM",8,"F"
"210","A","F","NL","65+","CARTERET","11/08/2016","REP",2,"REP",10,"F"
"211","A","F","NL","65+","CARTERET","11/08/2016","UNA",3,"UNA",12,"F"
"212","A","F","NL","65+","CATAWBA","11/08/2016","DEM",6,"DEM",32,"F"
"213","A","F","NL","65+","CATAWBA","11/08/2016","REP",2,"REP",26,"F"
"214","A","F","NL","65+","CATAWBA","11/08/2016","UNA",8,"UNA",28,"F"
"215","A","F","NL","65+","CHATHAM","11/08/2016","DEM",7,"DEM",28,"F"
"216","A","F","NL","65+","CHATHAM","11/08/2016","REP",9,"REP",28,"F"
"217","A","F","NL","65+","CHATHAM","11/08/2016","UNA",12,"UNA",36,"F"
"218","A","F","NL","65+","CHEROKEE","11/08/2016","DEM",1,"DEM",2,"F"
"219","A","F","NL","65+","CLEVELAND","11/08/2016","DEM",3,"DEM",10,"F"
"220","A","F","NL","65+","CLEVELAND","11/08/2016","REP",4,"REP",18,"F"
"221","A","F","NL","65+","CLEVELAND","11/08/2016","UNA",2,"UNA",12,"F"
"222","A","F","NL","65+","COLUMBUS","11/08/2016","DEM",1,"DEM",8,"F"
"223","A","F","NL","65+","CRAVEN","11/08/2016","DEM",1,"DEM",12,"F"
"224","A","F","NL","65+","CRAVEN","11/08/2016","REP",8,"REP",30,"F"
"225","A","F","NL","65+","CRAVEN","11/08/2016","UNA",7,"UNA",26,"F"
"226","A","F","NL","65+","CUMBERLAND","11/08/2016","DEM",18,"DEM",102,"F"
"227","A","F","NL","65+","CUMBERLAND","11/08/2016","REP",28,"REP",124,"F"
"228","A","F","NL","65+","CUMBERLAND","11/08/2016","UNA",26,"UNA",112,"F"
"229","A","F","NL","65+","CURRITUCK","11/08/2016","DEM",1,"DEM",2,"F"
"230","A","F","NL","65+","CURRITUCK","11/08/2016","REP",1,"REP",6,"F"
"231","A","F","NL","65+","DARE","11/08/2016","DEM",1,"DEM",2,"F"
"232","A","F","NL","65+","DAVIDSON","11/08/2016","DEM",3,"DEM",14,"F"
"233","A","F","NL","65+","DAVIDSON","11/08/2016","REP",4,"REP",10,"F"
"234","A","F","NL","65+","DAVIDSON","11/08/2016","UNA",1,"UNA",8,"F"
"235","A","F","NL","65+","YANCEY","11/08/2016","REP",2,"REP",4,"F"
"236","A","F","UN","18-24","ALAMANCE","11/08/2016","DEM",4,"DEM",26,"F"
"237","A","F","UN","18-24","ALAMANCE","11/08/2016","REP",1,"REP",2,"F"
"238","A","F","UN","18-24","ALAMANCE","11/08/2016","UNA",3,"UNA",20,"F"
"239","A","F","UN","18-24","BRUNSWICK","11/08/2016","UNA",1,"UNA",4,"F"
"240","A","F","UN","18-24","BUNCOMBE","11/08/2016","DEM",6,"DEM",32,"F"
"241","A","F","UN","18-24","BUNCOMBE","11/08/2016","LIB",1,"LIB",4,"F"
"242","A","F","UN","18-24","BUNCOMBE","11/08/2016","REP",4,"REP",18,"F"
"243","A","F","UN","18-24","BUNCOMBE","11/08/2016","UNA",4,"UNA",52,"F"
"244","A","F","UN","18-24","BURKE","11/08/2016","DEM",5,"DEM",18,"F"
"245","A","F","UN","18-24","BURKE","11/08/2016","REP",1,"REP",6,"F"
"246","A","F","UN","18-24","CABARRUS","11/08/2016","DEM",4,"DEM",18,"F"
"247","A","F","UN","18-24","CABARRUS","11/08/2016","REP",1,"REP",4,"F"
"248","A","F","UN","18-24","CABARRUS","11/08/2016","UNA",3,"UNA",20,"F"
"249","A","F","UN","18-24","CATAWBA","11/08/2016","DEM",3,"DEM",32,"F"
"250","A","F","UN","18-24","CATAWBA","11/08/2016","REP",2,"REP",12,"F"
"251","A","F","UN","18-24","CATAWBA","11/08/2016","UNA",11,"UNA",62,"F"
"252","A","F","UN","18-24","CHATHAM","11/08/2016","DEM",2,"DEM",8,"F"
"253","A","F","UN","18-24","CHATHAM","11/08/2016","UNA",2,"UNA",6,"F"
"254","A","F","UN","18-24","CHOWAN","11/08/2016","UNA",1,"UNA",2,"F"
"255","A","F","UN","18-24","CLEVELAND","11/08/2016","UNA",1,"UNA",2,"F"
"256","A","F","UN","18-24","COLUMBUS","11/08/2016","UNA",1,"UNA",6,"F"
"257","A","F","UN","18-24","CRAVEN","11/08/2016","DEM",5,"DEM",10,"F"
"258","A","F","UN","18-24","CRAVEN","11/08/2016","REP",2,"REP",6,"F"
"259","A","F","UN","18-24","CRAVEN","11/08/2016","UNA",1,"UNA",10,"F"
"260","A","F","UN","18-24","CUMBERLAND","11/08/2016","DEM",3,"DEM",34,"F"
"261","A","F","UN","18-24","CUMBERLAND","11/08/2016","REP",4,"REP",26,"F"
"262","A","F","UN","18-24","CUMBERLAND","11/08/2016","UNA",7,"UNA",54,"F"
"263","A","F","UN","18-24","CURRITUCK","11/08/2016","UNA",1,"UNA",2,"F"
"264","A","F","UN","18-24","DARE","11/08/2016","UNA",1,"UNA",2,"F"
"265","A","F","UN","18-24","DAVIDSON","11/08/2016","DEM",3,"DEM",8,"F"
"266","A","F","UN","25-44","ALAMANCE","11/08/2016","DEM",11,"DEM",82,"F"
"267","A","F","UN","25-44","ALAMANCE","11/08/2016","REP",5,"REP",44,"F"
"268","A","F","UN","25-44","ALAMANCE","11/08/2016","UNA",15,"UNA",66,"F"
"269","A","F","UN","25-44","ALEXANDER","11/08/2016","UNA",2,"UNA",12,"F"
"270","A","F","UN","25-44","BRUNSWICK","11/08/2016","DEM",1,"DEM",12,"F"
"271","A","F","UN","25-44","BRUNSWICK","11/08/2016","REP",1,"REP",14,"F"
"272","A","F","UN","25-44","BRUNSWICK","11/08/2016","UNA",5,"UNA",22,"F"
"273","A","F","UN","25-44","BUNCOMBE","11/08/2016","DEM",18,"DEM",102,"F"
"274","A","F","UN","25-44","BUNCOMBE","11/08/2016","REP",6,"REP",36,"F"
"275","A","F","UN","25-44","BUNCOMBE","11/08/2016","UNA",27,"UNA",128,"F"
"276","A","F","UN","25-44","BURKE","11/08/2016","DEM",9,"DEM",58,"F"
"277","A","F","UN","25-44","BURKE","11/08/2016","REP",2,"REP",18,"F"
"278","A","F","UN","25-44","BURKE","11/08/2016","UNA",7,"UNA",96,"F"
"279","A","F","UN","25-44","CABARRUS","11/08/2016","DEM",31,"DEM",134,"F"
"280","A","F","UN","25-44","CABARRUS","11/08/2016","REP",15,"REP",54,"F"
"281","A","F","UN","25-44","CABARRUS","11/08/2016","UNA",51,"UNA",186,"F"
"282","A","F","UN","25-44","CALDWELL","11/08/2016","DEM",1,"DEM",12,"F"
"283","A","F","UN","25-44","CALDWELL","11/08/2016","REP",4,"REP",12,"F"
"284","A","F","UN","25-44","CALDWELL","11/08/2016","UNA",2,"UNA",12,"F"
"285","A","F","UN","25-44","CAMDEN","11/08/2016","DEM",1,"DEM",2,"F"
"286","A","F","UN","25-44","CAMDEN","11/08/2016","UNA",5,"UNA",10,"F"
"287","A","F","UN","25-44","CARTERET","11/08/2016","REP",2,"REP",10,"F"
"288","A","F","UN","25-44","CARTERET","11/08/2016","UNA",5,"UNA",20,"F"
"289","A","F","UN","25-44","CASWELL","11/08/2016","REP",1,"REP",8,"F"
"290","A","F","UN","25-44","CATAWBA","11/08/2016","DEM",23,"DEM",134,"F"
"291","A","F","UN","25-44","CATAWBA","11/08/2016","REP",9,"REP",44,"F"
"292","A","F","UN","25-44","CATAWBA","11/08/2016","UNA",23,"UNA",188,"F"
"293","A","F","UN","25-44","CHATHAM","11/08/2016","DEM",11,"DEM",40,"F"
"294","A","F","UN","25-44","CHATHAM","11/08/2016","UNA",8,"UNA",46,"F"
"295","A","F","UN","25-44","CHEROKEE","11/08/2016","REP",1,"REP",2,"F"
"296","A","F","UN","25-44","CHEROKEE","11/08/2016","UNA",1,"UNA",4,"F"
"297","A","F","UN","25-44","CLEVELAND","11/08/2016","DEM",1,"DEM",8,"F"
"298","A","F","UN","25-44","CLEVELAND","11/08/2016","REP",1,"REP",8,"F"
"299","A","F","UN","25-44","CLEVELAND","11/08/2016","UNA",3,"UNA",24,"F"
"300","A","F","UN","25-44","COLUMBUS","11/08/2016","DEM",3,"DEM",14,"F"
"301","A","F","UN","25-44","COLUMBUS","11/08/2016","UNA",4,"UNA",10,"F"
"302","A","F","UN","25-44","CRAVEN","11/08/2016","DEM",13,"DEM",48,"F"
"303","A","F","UN","25-44","CRAVEN","11/08/2016","REP",9,"REP",32,"F"
"304","A","F","UN","25-44","CRAVEN","11/08/2016","UNA",9,"UNA",56,"F"
"305","A","F","UN","25-44","CUMBERLAND","11/08/2016","DEM",25,"DEM",188,"F"
"306","A","F","UN","25-44","CUMBERLAND","11/08/2016","REP",15,"REP",124,"F"
"307","A","F","UN","25-44","CUMBERLAND","11/08/2016","UNA",51,"UNA",334,"F"
"308","A","F","UN","25-44","CURRITUCK","11/08/2016","DEM",1,"DEM",2,"F"
"309","A","F","UN","25-44","CURRITUCK","11/08/2016","UNA",1,"UNA",8,"F"
"310","A","F","UN","25-44","DARE","11/08/2016","DEM",3,"DEM",8,"F"
"311","A","F","UN","25-44","DARE","11/08/2016","REP",1,"REP",8,"F"
"312","A","F","UN","25-44","DARE","11/08/2016","UNA",1,"UNA",6,"F"
