"","race_code","sex_code","ethnic_code","age_group","county_desc","election_lbl","voted_party_cd","n","party_cd","n_registered","gender_code"
"20573","M","F","NL","45-64","MOORE","11/06/2018","REP",2,"REP",10,"F"
"20574","M","F","NL","45-64","MOORE","11/06/2018","UNA",4,"UNA",20,"F"
"20575","M","F","NL","45-64","NASH","11/06/2018","DEM",11,"DEM",44,"F"
"20576","M","F","NL","45-64","NASH","11/06/2018","REP",3,"REP",10,"F"
"20577","M","F","NL","45-64","NASH","11/06/2018","UNA",2,"UNA",6,"F"
"20578","M","F","NL","45-64","NEW HANOVER","11/06/2018","DEM",12,"DEM",74,"F"
"20579","M","F","NL","45-64","NEW HANOVER","11/06/2018","REP",2,"REP",28,"F"
"20580","M","F","NL","45-64","NEW HANOVER","11/06/2018","UNA",4,"UNA",40,"F"
"20581","M","F","NL","45-64","ONSLOW","11/06/2018","DEM",3,"DEM",36,"F"
"20582","M","F","NL","45-64","ONSLOW","11/06/2018","REP",3,"REP",26,"F"
"20583","M","F","NL","45-64","ONSLOW","11/06/2018","UNA",8,"UNA",36,"F"
"20584","M","F","NL","45-64","ORANGE","11/06/2018","DEM",22,"DEM",104,"F"
"20585","M","F","NL","45-64","ORANGE","11/06/2018","UNA",10,"UNA",50,"F"
"20586","M","F","NL","45-64","PASQUOTANK","11/06/2018","DEM",2,"DEM",6,"F"
"20587","M","F","NL","45-64","PASQUOTANK","11/06/2018","REP",1,"REP",4,"F"
"20588","M","F","NL","45-64","PENDER","11/06/2018","DEM",3,"DEM",16,"F"
"20589","M","F","NL","45-64","PENDER","11/06/2018","UNA",3,"UNA",8,"F"
"20590","M","F","NL","45-64","PERQUIMANS","11/06/2018","REP",1,"REP",2,"F"
"20591","M","F","NL","45-64","PERSON","11/06/2018","DEM",2,"DEM",16,"F"
"20592","M","F","NL","45-64","PERSON","11/06/2018","REP",1,"REP",6,"F"
"20593","M","F","NL","45-64","PITT","11/06/2018","DEM",6,"DEM",50,"F"
"20594","M","F","NL","45-64","PITT","11/06/2018","GRE",1,"GRE",2,"F"
"20595","M","F","NL","45-64","PITT","11/06/2018","REP",1,"REP",8,"F"
"20596","M","F","NL","45-64","PITT","11/06/2018","UNA",5,"UNA",38,"F"
"20597","M","F","NL","45-64","RANDOLPH","11/06/2018","DEM",1,"DEM",10,"F"
"20598","M","F","NL","45-64","RANDOLPH","11/06/2018","UNA",1,"UNA",8,"F"
"20599","M","F","NL","45-64","RICHMOND","11/06/2018","DEM",2,"DEM",22,"F"
"20600","M","F","NL","45-64","RICHMOND","11/06/2018","UNA",1,"UNA",2,"F"
"20601","M","F","NL","45-64","ROBESON","11/06/2018","DEM",5,"DEM",64,"F"
"20602","M","F","NL","45-64","ROBESON","11/06/2018","UNA",8,"UNA",40,"F"
"20603","M","F","NL","45-64","ROCKINGHAM","11/06/2018","DEM",2,"DEM",14,"F"
"20604","M","F","NL","45-64","ROCKINGHAM","11/06/2018","REP",1,"REP",4,"F"
"20605","M","F","NL","45-64","ROCKINGHAM","11/06/2018","UNA",1,"UNA",4,"F"
"20606","M","F","NL","45-64","ROWAN","11/06/2018","DEM",3,"DEM",30,"F"
"20607","M","F","NL","45-64","ROWAN","11/06/2018","REP",2,"REP",14,"F"
"20608","M","F","NL","45-64","ROWAN","11/06/2018","UNA",2,"UNA",16,"F"
"20609","M","F","NL","45-64","RUTHERFORD","11/06/2018","DEM",1,"DEM",2,"F"
"20610","M","F","NL","45-64","RUTHERFORD","11/06/2018","UNA",1,"UNA",4,"F"
"20611","M","F","NL","45-64","SAMPSON","11/06/2018","DEM",2,"DEM",18,"F"
"20612","M","F","NL","45-64","SAMPSON","11/06/2018","UNA",2,"UNA",14,"F"
"20613","M","F","NL","45-64","SCOTLAND","11/06/2018","DEM",2,"DEM",6,"F"
"20614","M","F","NL","45-64","STANLY","11/06/2018","DEM",5,"DEM",14,"F"
"20615","M","F","NL","45-64","STANLY","11/06/2018","UNA",1,"UNA",4,"F"
"20616","M","F","NL","45-64","STOKES","11/06/2018","UNA",4,"UNA",10,"F"
"20617","M","F","NL","45-64","SURRY","11/06/2018","DEM",2,"DEM",6,"F"
"20618","M","F","NL","45-64","SURRY","11/06/2018","REP",1,"REP",4,"F"
"20619","M","F","NL","45-64","SURRY","11/06/2018","UNA",2,"UNA",8,"F"
"20620","M","F","NL","45-64","SWAIN","11/06/2018","UNA",1,"UNA",4,"F"
"20621","M","F","NL","45-64","TRANSYLVANIA","11/06/2018","DEM",2,"DEM",6,"F"
"20622","M","F","NL","45-64","TYRRELL","11/06/2018","DEM",1,"DEM",4,"F"
"20623","M","F","NL","45-64","UNION","11/06/2018","DEM",9,"DEM",46,"F"
"20624","M","F","NL","45-64","UNION","11/06/2018","LIB",2,"LIB",4,"F"
"20625","M","F","NL","45-64","UNION","11/06/2018","REP",11,"REP",34,"F"
"20626","M","F","NL","45-64","UNION","11/06/2018","UNA",11,"UNA",42,"F"
"20627","M","F","NL","45-64","VANCE","11/06/2018","DEM",2,"DEM",4,"F"
"20628","M","F","NL","45-64","VANCE","11/06/2018","UNA",1,"UNA",6,"F"
"20629","M","F","NL","45-64","WAKE","11/06/2018","DEM",84,"DEM",360,"F"
"20630","M","F","NL","45-64","WAKE","11/06/2018","LIB",1,"LIB",6,"F"
"20631","M","F","NL","45-64","WAKE","11/06/2018","REP",17,"REP",88,"F"
"20632","M","F","NL","45-64","WAKE","11/06/2018","UNA",37,"UNA",172,"F"
"20633","M","F","NL","45-64","WASHINGTON","11/06/2018","DEM",3,"DEM",14,"F"
"20634","M","F","NL","45-64","WATAUGA","11/06/2018","UNA",2,"UNA",4,"F"
"20635","M","F","NL","45-64","WAYNE","11/06/2018","DEM",3,"DEM",30,"F"
"20636","M","F","NL","45-64","WAYNE","11/06/2018","REP",2,"REP",8,"F"
"20637","M","F","NL","45-64","WAYNE","11/06/2018","UNA",3,"UNA",22,"F"
"20638","M","F","NL","45-64","WILKES","11/06/2018","REP",1,"REP",2,"F"
"20639","M","F","NL","45-64","WILKES","11/06/2018","UNA",2,"UNA",8,"F"
"20640","M","F","NL","45-64","WILSON","11/06/2018","DEM",4,"DEM",16,"F"
"20641","M","F","NL","45-64","YADKIN","11/06/2018","UNA",2,"UNA",4,"F"
"20642","M","F","NL","45-64","YANCEY","11/06/2018","REP",1,"REP",2,"F"
"20643","M","F","NL","65+","ALAMANCE","11/06/2018","DEM",5,"DEM",18,"F"
"20644","M","F","NL","65+","ALAMANCE","11/06/2018","UNA",2,"UNA",6,"F"
"20645","M","F","NL","65+","BEAUFORT","11/06/2018","DEM",1,"DEM",2,"F"
"20646","M","F","NL","65+","BRUNSWICK","11/06/2018","DEM",1,"DEM",8,"F"
"20647","M","F","NL","65+","BRUNSWICK","11/06/2018","UNA",1,"UNA",4,"F"
"20648","M","F","NL","65+","BUNCOMBE","11/06/2018","DEM",3,"DEM",16,"F"
"20649","M","F","NL","65+","BUNCOMBE","11/06/2018","REP",1,"REP",8,"F"
"20650","M","F","NL","65+","BUNCOMBE","11/06/2018","UNA",5,"UNA",14,"F"
"20651","M","F","NL","65+","BURKE","11/06/2018","DEM",1,"DEM",6,"F"
"20652","M","F","NL","65+","BURKE","11/06/2018","UNA",1,"UNA",2,"F"
"20653","M","F","NL","65+","CABARRUS","11/06/2018","DEM",3,"DEM",12,"F"
"20654","M","F","NL","65+","CABARRUS","11/06/2018","REP",1,"REP",2,"F"
"20655","M","F","NL","65+","CABARRUS","11/06/2018","UNA",3,"UNA",10,"F"
"20656","M","F","NL","65+","CALDWELL","11/06/2018","DEM",1,"DEM",4,"F"
"20657","M","F","NL","65+","CHEROKEE","11/06/2018","REP",1,"REP",2,"F"
"20658","M","F","NL","65+","COLUMBUS","11/06/2018","DEM",1,"DEM",6,"F"
"20659","M","F","NL","65+","COLUMBUS","11/06/2018","UNA",1,"UNA",2,"F"
"20660","M","F","NL","65+","CRAVEN","11/06/2018","DEM",1,"DEM",8,"F"
"20661","M","F","NL","65+","CRAVEN","11/06/2018","REP",3,"REP",8,"F"
"20662","M","F","NL","65+","CRAVEN","11/06/2018","UNA",1,"UNA",4,"F"
"20663","M","F","NL","65+","CUMBERLAND","11/06/2018","DEM",5,"DEM",44,"F"
"20664","M","F","NL","65+","CUMBERLAND","11/06/2018","REP",2,"REP",8,"F"
"20665","M","F","NL","65+","CUMBERLAND","11/06/2018","UNA",3,"UNA",12,"F"
"20666","M","F","NL","65+","CURRITUCK","11/06/2018","DEM",1,"DEM",4,"F"
"20667","M","F","NL","65+","DAVIDSON","11/06/2018","UNA",1,"UNA",4,"F"
"20668","M","F","NL","65+","DUPLIN","11/06/2018","DEM",1,"DEM",2,"F"
"20669","M","F","NL","65+","DUPLIN","11/06/2018","REP",1,"REP",2,"F"
"20670","M","F","NL","65+","DURHAM","11/06/2018","DEM",12,"DEM",60,"F"
"20671","M","F","NL","65+","DURHAM","11/06/2018","REP",2,"REP",8,"F"
"20672","M","F","NL","65+","DURHAM","11/06/2018","UNA",5,"UNA",18,"F"
"20673","M","F","NL","65+","EDGECOMBE","11/06/2018","DEM",3,"DEM",10,"F"
"20674","M","F","NL","65+","FORSYTH","11/06/2018","DEM",2,"DEM",6,"F"
"20675","M","F","NL","65+","FORSYTH","11/06/2018","UNA",2,"UNA",10,"F"
"20676","M","F","NL","65+","HARNETT","11/06/2018","REP",1,"REP",2,"F"
"20677","M","F","NL","65+","HENDERSON","11/06/2018","DEM",2,"DEM",14,"F"
"20678","M","F","NL","65+","HENDERSON","11/06/2018","REP",1,"REP",2,"F"
"20679","M","F","NL","65+","HENDERSON","11/06/2018","UNA",3,"UNA",16,"F"
"20680","M","F","NL","65+","HOKE","11/06/2018","UNA",2,"UNA",4,"F"
"20681","M","F","NL","65+","IREDELL","11/06/2018","DEM",1,"DEM",6,"F"
"20682","M","F","NL","65+","IREDELL","11/06/2018","REP",2,"REP",8,"F"
"20683","M","F","NL","65+","JOHNSTON","11/06/2018","DEM",2,"DEM",6,"F"
"20684","M","F","NL","65+","JONES","11/06/2018","DEM",1,"DEM",2,"F"
"20685","M","F","NL","65+","LEE","11/06/2018","DEM",3,"DEM",10,"F"
"20686","M","F","NL","65+","MADISON","11/06/2018","DEM",1,"DEM",4,"F"
"20687","M","F","NL","65+","MARTIN","11/06/2018","DEM",2,"DEM",6,"F"
"20688","M","F","NL","65+","MECKLENBURG","11/06/2018","DEM",32,"DEM",138,"F"
"20689","M","F","NL","65+","MECKLENBURG","11/06/2018","REP",2,"REP",18,"F"
"20690","M","F","NL","65+","MECKLENBURG","11/06/2018","UNA",13,"UNA",48,"F"
"20691","M","F","NL","65+","MOORE","11/06/2018","DEM",1,"DEM",6,"F"
"20692","M","F","NL","65+","MOORE","11/06/2018","UNA",2,"UNA",6,"F"
"20693","M","F","NL","65+","NASH","11/06/2018","DEM",4,"DEM",22,"F"
"20694","M","F","NL","65+","NASH","11/06/2018","REP",1,"REP",2,"F"
"20695","M","F","NL","65+","NEW HANOVER","11/06/2018","DEM",3,"DEM",24,"F"
"20696","M","F","NL","65+","NEW HANOVER","11/06/2018","REP",2,"REP",6,"F"
"20697","M","F","NL","65+","NEW HANOVER","11/06/2018","UNA",1,"UNA",14,"F"
"20698","M","F","NL","65+","NORTHAMPTON","11/06/2018","DEM",1,"DEM",2,"F"
"20699","M","F","NL","65+","ONSLOW","11/06/2018","DEM",3,"DEM",8,"F"
"20700","M","F","NL","65+","ONSLOW","11/06/2018","UNA",2,"UNA",8,"F"
"20701","M","F","NL","65+","ORANGE","11/06/2018","DEM",2,"DEM",36,"F"
"20702","M","F","NL","65+","ORANGE","11/06/2018","REP",1,"REP",2,"F"
"20703","M","F","NL","65+","ORANGE","11/06/2018","UNA",3,"UNA",8,"F"
"20704","M","F","NL","65+","PASQUOTANK","11/06/2018","DEM",1,"DEM",4,"F"
"20705","M","F","NL","65+","PASQUOTANK","11/06/2018","UNA",1,"UNA",4,"F"
"20706","M","F","NL","65+","PERQUIMANS","11/06/2018","DEM",1,"DEM",2,"F"
"20707","M","F","NL","65+","PERSON","11/06/2018","DEM",2,"DEM",4,"F"
"20708","M","F","NL","65+","PITT","11/06/2018","DEM",5,"DEM",14,"F"
"20709","M","F","NL","65+","PITT","11/06/2018","REP",2,"REP",4,"F"
"20710","M","F","NL","65+","POLK","11/06/2018","UNA",1,"UNA",2,"F"
"20711","M","F","NL","65+","RANDOLPH","11/06/2018","DEM",1,"DEM",2,"F"
"20712","M","F","NL","65+","RANDOLPH","11/06/2018","UNA",1,"UNA",6,"F"
"20713","M","F","NL","65+","RICHMOND","11/06/2018","DEM",1,"DEM",8,"F"
"20714","M","F","NL","65+","ROBESON","11/06/2018","UNA",2,"UNA",8,"F"
"20715","M","F","NL","65+","ROCKINGHAM","11/06/2018","DEM",2,"DEM",6,"F"
"20716","M","F","NL","65+","ROCKINGHAM","11/06/2018","UNA",1,"UNA",2,"F"
"20717","M","F","NL","65+","ROWAN","11/06/2018","DEM",2,"DEM",8,"F"
"20718","M","F","NL","65+","ROWAN","11/06/2018","REP",2,"REP",4,"F"
"20719","M","F","NL","65+","RUTHERFORD","11/06/2018","DEM",1,"DEM",2,"F"
"20720","M","F","NL","65+","RUTHERFORD","11/06/2018","UNA",1,"UNA",2,"F"
"20721","M","F","NL","65+","SAMPSON","11/06/2018","DEM",3,"DEM",10,"F"
"20722","M","F","NL","65+","STANLY","11/06/2018","UNA",1,"UNA",2,"F"
"20723","M","F","NL","65+","TRANSYLVANIA","11/06/2018","DEM",3,"DEM",8,"F"
"20724","M","F","NL","65+","TRANSYLVANIA","11/06/2018","REP",2,"REP",4,"F"
"20725","M","F","NL","65+","UNION","11/06/2018","DEM",4,"DEM",12,"F"
"20726","M","F","NL","65+","UNION","11/06/2018","REP",1,"REP",6,"F"
"20727","M","F","NL","65+","UNION","11/06/2018","UNA",1,"UNA",2,"F"
"20728","M","F","NL","65+","VANCE","11/06/2018","DEM",1,"DEM",4,"F"
"20729","M","F","NL","65+","WAKE","11/06/2018","DEM",22,"DEM",96,"F"
"20730","M","F","NL","65+","WAKE","11/06/2018","REP",8,"REP",28,"F"
"20731","M","F","NL","65+","WAKE","11/06/2018","UNA",13,"UNA",50,"F"
"20732","M","F","NL","65+","WARREN","11/06/2018","DEM",1,"DEM",4,"F"
"20733","M","F","NL","65+","WAYNE","11/06/2018","DEM",1,"DEM",4,"F"
"20734","M","F","NL","65+","WILKES","11/06/2018","DEM",2,"DEM",6,"F"
"20735","M","F","NL","65+","WILSON","11/06/2018","DEM",1,"DEM",6,"F"
"20736","M","F","NL","65+","YANCEY","11/06/2018","DEM",1,"DEM",2,"F"
"20737","M","F","NL","65+","YANCEY","11/06/2018","UNA",1,"UNA",6,"F"
"20738","M","F","UN","18-24","ALAMANCE","11/06/2018","DEM",2,"DEM",20,"F"
"20739","M","F","UN","18-24","ALAMANCE","11/06/2018","UNA",4,"UNA",34,"F"
"20740","M","F","UN","18-24","ALEXANDER","11/06/2018","DEM",1,"DEM",2,"F"
"20741","M","F","UN","18-24","BEAUFORT","11/06/2018","REP",1,"REP",2,"F"
"20742","M","F","UN","18-24","BLADEN","11/06/2018","DEM",1,"DEM",6,"F"
"20743","M","F","UN","18-24","BRUNSWICK","11/06/2018","DEM",2,"DEM",10,"F"
"20744","M","F","UN","18-24","BRUNSWICK","11/06/2018","UNA",2,"UNA",10,"F"
"20745","M","F","UN","18-24","BUNCOMBE","11/06/2018","DEM",14,"DEM",60,"F"
"20746","M","F","UN","18-24","BUNCOMBE","11/06/2018","REP",1,"REP",4,"F"
"20747","M","F","UN","18-24","BUNCOMBE","11/06/2018","UNA",4,"UNA",48,"F"
"20748","M","F","UN","18-24","BURKE","11/06/2018","DEM",3,"DEM",10,"F"
"20749","M","F","UN","18-24","CABARRUS","11/06/2018","DEM",5,"DEM",44,"F"
"20750","M","F","UN","18-24","CABARRUS","11/06/2018","REP",2,"REP",8,"F"
"20751","M","F","UN","18-24","CABARRUS","11/06/2018","UNA",2,"UNA",24,"F"
"20752","M","F","UN","18-24","CAMDEN","11/06/2018","DEM",1,"DEM",4,"F"
"20753","M","F","UN","18-24","CATAWBA","11/06/2018","DEM",1,"DEM",12,"F"
"20754","M","F","UN","18-24","CATAWBA","11/06/2018","UNA",1,"UNA",36,"F"
"20755","M","F","UN","18-24","CHATHAM","11/06/2018","DEM",2,"DEM",12,"F"
"20756","M","F","UN","18-24","CHATHAM","11/06/2018","LIB",1,"LIB",2,"F"
"20757","M","F","UN","18-24","CHOWAN","11/06/2018","UNA",1,"UNA",2,"F"
"20758","M","F","UN","18-24","CLEVELAND","11/06/2018","UNA",4,"UNA",16,"F"
"20759","M","F","UN","18-24","COLUMBUS","11/06/2018","DEM",1,"DEM",6,"F"
"20760","M","F","UN","18-24","CRAVEN","11/06/2018","DEM",2,"DEM",28,"F"
"20761","M","F","UN","18-24","CRAVEN","11/06/2018","UNA",3,"UNA",22,"F"
"20762","M","F","UN","18-24","CUMBERLAND","11/06/2018","DEM",13,"DEM",106,"F"
"20763","M","F","UN","18-24","CUMBERLAND","11/06/2018","GRE",1,"GRE",2,"F"
"20764","M","F","UN","18-24","CUMBERLAND","11/06/2018","REP",1,"REP",20,"F"
"20765","M","F","UN","18-24","CUMBERLAND","11/06/2018","UNA",11,"UNA",114,"F"
"20766","M","F","UN","18-24","CURRITUCK","11/06/2018","DEM",1,"DEM",4,"F"
"20767","M","F","UN","18-24","DARE","11/06/2018","DEM",1,"DEM",2,"F"
"20768","M","F","UN","18-24","DAVIDSON","11/06/2018","DEM",2,"DEM",8,"F"
"20769","M","F","UN","18-24","DURHAM","11/06/2018","DEM",19,"DEM",164,"F"
"20770","M","F","UN","18-24","DURHAM","11/06/2018","REP",1,"REP",12,"F"
"20771","M","F","UN","18-24","DURHAM","11/06/2018","UNA",16,"UNA",148,"F"
"20772","M","F","UN","18-24","EDGECOMBE","11/06/2018","DEM",2,"DEM",12,"F"
"20773","M","F","UN","18-24","FORSYTH","11/06/2018","DEM",17,"DEM",122,"F"
"20774","M","F","UN","18-24","FORSYTH","11/06/2018","REP",1,"REP",6,"F"
"20775","M","F","UN","18-24","FORSYTH","11/06/2018","UNA",9,"UNA",94,"F"
"20776","M","F","UN","18-24","HARNETT","11/06/2018","DEM",1,"DEM",12,"F"
"20777","M","F","UN","18-24","HARNETT","11/06/2018","UNA",2,"UNA",20,"F"
"20778","M","F","UN","18-24","HENDERSON","11/06/2018","UNA",1,"UNA",8,"F"
"20779","M","F","UN","18-24","HOKE","11/06/2018","UNA",1,"UNA",10,"F"
"20780","M","F","UN","18-24","IREDELL","11/06/2018","DEM",2,"DEM",8,"F"
"20781","M","F","UN","18-24","IREDELL","11/06/2018","UNA",1,"UNA",18,"F"
"20782","M","F","UN","18-24","JACKSON","11/06/2018","REP",2,"REP",4,"F"
"20783","M","F","UN","18-24","JACKSON","11/06/2018","UNA",3,"UNA",22,"F"
"20784","M","F","UN","18-24","JOHNSTON","11/06/2018","DEM",5,"DEM",46,"F"
"20785","M","F","UN","18-24","JOHNSTON","11/06/2018","REP",2,"REP",4,"F"
"20786","M","F","UN","18-24","JOHNSTON","11/06/2018","UNA",5,"UNA",48,"F"
"20787","M","F","UN","18-24","LEE","11/06/2018","DEM",3,"DEM",12,"F"
"20788","M","F","UN","18-24","LEE","11/06/2018","UNA",2,"UNA",6,"F"
"20789","M","F","UN","18-24","MACON","11/06/2018","UNA",1,"UNA",2,"F"
"20790","M","F","UN","18-24","MADISON","11/06/2018","DEM",3,"DEM",8,"F"
"20791","M","F","UN","18-24","MADISON","11/06/2018","UNA",1,"UNA",6,"F"
"20792","M","F","UN","18-24","MARTIN","11/06/2018","REP",1,"REP",2,"F"
"20793","M","F","UN","18-24","MCDOWELL","11/06/2018","LIB",1,"LIB",2,"F"
"20794","M","F","UN","18-24","MECKLENBURG","11/06/2018","DEM",52,"DEM",388,"F"
"20795","M","F","UN","18-24","MECKLENBURG","11/06/2018","LIB",2,"LIB",6,"F"
"20796","M","F","UN","18-24","MECKLENBURG","11/06/2018","REP",5,"REP",36,"F"
"20797","M","F","UN","18-24","MECKLENBURG","11/06/2018","UNA",24,"UNA",358,"F"
"20798","M","F","UN","18-24","MONTGOMERY","11/06/2018","LIB",1,"LIB",2,"F"
"20799","M","F","UN","18-24","MOORE","11/06/2018","DEM",1,"DEM",2,"F"
"20800","M","F","UN","18-24","MOORE","11/06/2018","UNA",1,"UNA",12,"F"
"20801","M","F","UN","18-24","NASH","11/06/2018","DEM",1,"DEM",24,"F"
"20802","M","F","UN","18-24","NASH","11/06/2018","LIB",1,"LIB",2,"F"
"20803","M","F","UN","18-24","NEW HANOVER","11/06/2018","DEM",6,"DEM",62,"F"
"20804","M","F","UN","18-24","NEW HANOVER","11/06/2018","LIB",1,"LIB",6,"F"
"20805","M","F","UN","18-24","NEW HANOVER","11/06/2018","REP",1,"REP",8,"F"
"20806","M","F","UN","18-24","NEW HANOVER","11/06/2018","UNA",7,"UNA",56,"F"
"20807","M","F","UN","18-24","ONSLOW","11/06/2018","DEM",4,"DEM",28,"F"
"20808","M","F","UN","18-24","ONSLOW","11/06/2018","LIB",1,"LIB",2,"F"
"20809","M","F","UN","18-24","ONSLOW","11/06/2018","REP",1,"REP",10,"F"
"20810","M","F","UN","18-24","ONSLOW","11/06/2018","UNA",2,"UNA",40,"F"
"20811","M","F","UN","18-24","ORANGE","11/06/2018","DEM",10,"DEM",86,"F"
"20812","M","F","UN","18-24","ORANGE","11/06/2018","UNA",10,"UNA",100,"F"
"20813","M","F","UN","18-24","PASQUOTANK","11/06/2018","DEM",2,"DEM",12,"F"
"20814","M","F","UN","18-24","PASQUOTANK","11/06/2018","UNA",2,"UNA",14,"F"
"20815","M","F","UN","18-24","PERQUIMANS","11/06/2018","REP",1,"REP",2,"F"
"20816","M","F","UN","18-24","PERSON","11/06/2018","DEM",1,"DEM",4,"F"
"20817","M","F","UN","18-24","PITT","11/06/2018","DEM",10,"DEM",66,"F"
"20818","M","F","UN","18-24","PITT","11/06/2018","REP",1,"REP",6,"F"
"20819","M","F","UN","18-24","PITT","11/06/2018","UNA",7,"UNA",64,"F"
"20820","M","F","UN","18-24","ROCKINGHAM","11/06/2018","REP",2,"REP",6,"F"
"20821","M","F","UN","18-24","ROCKINGHAM","11/06/2018","UNA",2,"UNA",8,"F"
"20822","M","F","UN","18-24","ROWAN","11/06/2018","DEM",5,"DEM",20,"F"
"20823","M","F","UN","18-24","ROWAN","11/06/2018","LIB",1,"LIB",2,"F"
"20824","M","F","UN","18-24","RUTHERFORD","11/06/2018","DEM",1,"DEM",6,"F"
"20825","M","F","UN","18-24","SAMPSON","11/06/2018","REP",1,"REP",4,"F"
"20826","M","F","UN","18-24","SCOTLAND","11/06/2018","DEM",1,"DEM",4,"F"
"20827","M","F","UN","18-24","STOKES","11/06/2018","DEM",1,"DEM",4,"F"
"20828","M","F","UN","18-24","SURRY","11/06/2018","DEM",1,"DEM",4,"F"
"20829","M","F","UN","18-24","TRANSYLVANIA","11/06/2018","LIB",1,"LIB",2,"F"
"20830","M","F","UN","18-24","TRANSYLVANIA","11/06/2018","UNA",1,"UNA",6,"F"
"20831","M","F","UN","18-24","TYRRELL","11/06/2018","UNA",1,"UNA",2,"F"
"20832","M","F","UN","18-24","UNION","11/06/2018","DEM",1,"DEM",30,"F"
"20833","M","F","UN","18-24","UNION","11/06/2018","UNA",3,"UNA",22,"F"
"20834","M","F","UN","18-24","WAKE","11/06/2018","DEM",29,"DEM",270,"F"
"20835","M","F","UN","18-24","WAKE","11/06/2018","REP",7,"REP",44,"F"
"20836","M","F","UN","18-24","WAKE","11/06/2018","UNA",24,"UNA",250,"F"
"20837","M","F","UN","18-24","WATAUGA","11/06/2018","DEM",8,"DEM",34,"F"
"20838","M","F","UN","18-24","WATAUGA","11/06/2018","LIB",1,"LIB",2,"F"
"20839","M","F","UN","18-24","WATAUGA","11/06/2018","REP",1,"REP",10,"F"
"20840","M","F","UN","18-24","WATAUGA","11/06/2018","UNA",7,"UNA",42,"F"
"20841","M","F","UN","18-24","WAYNE","11/06/2018","UNA",2,"UNA",14,"F"
"20842","M","F","UN","18-24","WILSON","11/06/2018","UNA",4,"UNA",24,"F"
"20843","M","F","UN","25-44","ALAMANCE","11/06/2018","DEM",14,"DEM",120,"F"
"20844","M","F","UN","25-44","ALAMANCE","11/06/2018","REP",1,"REP",16,"F"
"20845","M","F","UN","25-44","ALAMANCE","11/06/2018","UNA",10,"UNA",108,"F"
"20846","M","F","UN","25-44","ALEXANDER","11/06/2018","REP",1,"REP",8,"F"
"20847","M","F","UN","25-44","ALLEGHANY","11/06/2018","REP",1,"REP",2,"F"
"20848","M","F","UN","25-44","AVERY","11/06/2018","DEM",1,"DEM",10,"F"
"20849","M","F","UN","25-44","AVERY","11/06/2018","REP",1,"REP",2,"F"
"20850","M","F","UN","25-44","BEAUFORT","11/06/2018","DEM",1,"DEM",20,"F"
"20851","M","F","UN","25-44","BERTIE","11/06/2018","DEM",2,"DEM",18,"F"
"20852","M","F","UN","25-44","BLADEN","11/06/2018","DEM",1,"DEM",12,"F"
"20853","M","F","UN","25-44","BRUNSWICK","11/06/2018","DEM",4,"DEM",58,"F"
"20854","M","F","UN","25-44","BRUNSWICK","11/06/2018","REP",1,"REP",8,"F"
"20855","M","F","UN","25-44","BRUNSWICK","11/06/2018","UNA",2,"UNA",54,"F"
"20856","M","F","UN","25-44","BUNCOMBE","11/06/2018","DEM",16,"DEM",234,"F"
"20857","M","F","UN","25-44","BUNCOMBE","11/06/2018","LIB",1,"LIB",6,"F"
"20858","M","F","UN","25-44","BUNCOMBE","11/06/2018","REP",1,"REP",28,"F"
"20859","M","F","UN","25-44","BUNCOMBE","11/06/2018","UNA",18,"UNA",206,"F"
"20860","M","F","UN","25-44","BURKE","11/06/2018","DEM",1,"DEM",16,"F"
"20861","M","F","UN","25-44","CABARRUS","11/06/2018","DEM",17,"DEM",166,"F"
"20862","M","F","UN","25-44","CABARRUS","11/06/2018","REP",3,"REP",34,"F"
"20863","M","F","UN","25-44","CABARRUS","11/06/2018","UNA",9,"UNA",118,"F"
"20864","M","F","UN","25-44","CALDWELL","11/06/2018","DEM",1,"DEM",26,"F"
"20865","M","F","UN","25-44","CARTERET","11/06/2018","REP",1,"REP",8,"F"
"20866","M","F","UN","25-44","CARTERET","11/06/2018","UNA",3,"UNA",26,"F"
"20867","M","F","UN","25-44","CASWELL","11/06/2018","DEM",2,"DEM",12,"F"
"20868","M","F","UN","25-44","CASWELL","11/06/2018","UNA",2,"UNA",10,"F"
"20869","M","F","UN","25-44","CATAWBA","11/06/2018","DEM",1,"DEM",74,"F"
"20870","M","F","UN","25-44","CATAWBA","11/06/2018","REP",2,"REP",28,"F"
"20871","M","F","UN","25-44","CATAWBA","11/06/2018","UNA",8,"UNA",86,"F"
"20872","M","F","UN","25-44","CHATHAM","11/06/2018","DEM",6,"DEM",58,"F"
"20873","M","F","UN","25-44","CHATHAM","11/06/2018","UNA",5,"UNA",40,"F"
"20874","M","F","UN","25-44","CLEVELAND","11/06/2018","DEM",1,"DEM",34,"F"
"20875","M","F","UN","25-44","CLEVELAND","11/06/2018","UNA",2,"UNA",46,"F"
"20876","M","F","UN","25-44","COLUMBUS","11/06/2018","DEM",2,"DEM",40,"F"
"20877","M","F","UN","25-44","COLUMBUS","11/06/2018","UNA",1,"UNA",8,"F"
"20878","M","F","UN","25-44","CRAVEN","11/06/2018","DEM",2,"DEM",86,"F"
"20879","M","F","UN","25-44","CRAVEN","11/06/2018","LIB",1,"LIB",4,"F"
"20880","M","F","UN","25-44","CRAVEN","11/06/2018","REP",2,"REP",34,"F"
"20881","M","F","UN","25-44","CRAVEN","11/06/2018","UNA",1,"UNA",68,"F"
